Unnamed: 0,Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",institution_info,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,University,NearParks
79,"Jiale Ma, Yinli Bao, Min Sun, Wenyang Dong, Zihao Pan, Wei Zhang, Chengping Lu, Huochun Yao",Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Different Pathogenic Pathways,"Infection, and Immunity, September 2014 Volume 82 Number 9 p. 3867–3879",10.1128/IAI.01769-14,01/01/14,,,,1,Duplicated lanes within same blot,1,07/08/15,,1.0,,1,"['College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China', 'College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China', 'College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China', 'College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China', 'College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China', 'College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China', 'College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China', 'College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China', 'Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China']","["" 'Key Lab of Animal Bacteriology"", "" China'"", ' Nanjing', ' Ministry of Agriculture']","(32.05, 118.7667)","['nanjing', 'china']",34.41%,False,college of veterinary medicine,False
80,"N. Zhi, N. Ohashi, Y. Rikihisa, H. W. Horowitz, G. P. Wormser, and K. Hechemy",Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis,"J. Clin. Microbiol. 1998, 36(6):1666-1673",PMID: 9620397 ,01/01/98,,1.0,,,duplication of whole blot?,1,,,,1.0,1,"Department of Veterinary Biosciences, College of Veterinary Medicine, The Ohio State University, Columbus 43210-1093, USA.","[' Columbus 43210-1093', ' USA.']","(39.9990626, -83.01733860000002)",[],34.41%,False,college of veterinary medicine,False
81,"Michael Waters, Amanda Savoie, Helen S. Garmory, Dawn Bueschel, Michel R. Popoff, J. Glenn Songer, Richard W. Titball, Bruce A. McClane, and Mahfuzur R. Sarker",Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with Gastrointestinal Diseases in Piglets,"J. Clin. Microbiol. 2003, 41(8):3584",10.1128/JCM.41.8.3584-3591.2003,01/01/03,1.0,,,1,bands in gel appear to be spliced in,1,,,,1.0,1,"['Department of Microbiology, Oregon State University, Corvallis, Oregon 97331', 'Department of Microbiology, Oregon State University, Corvallis, Oregon 97331', 'Department of Biomedical Sciences, Defense Science and Technology Laboratory Chemical and Biological Sciences, Porton Down SP4 0JQ, United Kingdom', 'Department of Veterinary Sciences and Microbiology, University of Arizona, Tucson, Arizona 95721', 'Unite des Toxines Microbiennes, Institute Pasteur, 75724 Paris, Cedex 15, France', 'Department of Veterinary Sciences and Microbiology, University of Arizona, Tucson, Arizona 95721', 'Department of Biomedical Sciences, Defense Science and Technology Laboratory Chemical and Biological Sciences, Porton Down SP4 0JQ, United Kingdom', 'Department of Molecular Genetics and Biochemistry, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania 15261', 'Department of Microbiology, Oregon State University, Corvallis, Oregon 97331']","[' Porton Down SP4 0JQ', "" 'Unite des Toxines Microbiennes"", "" Arizona 95721'"", ' Corvallis', ' 75724 Paris', ' Cedex 15', ' Tucson', "" United Kingdom'"", "" Pennsylvania 15261'"", ' Pittsburgh', "" Oregon 97331'"", "" France'""]","(44.5697, -123.278)","['corvallis', 'tucson', 'pittsburgh']",34.58%,False,university of pittsburgh school of medicine,False
82,"Sou-Ichi Makino, Toru Tobe, Hiroshi Asakura, Masahisa Watarai, Testuya Ikeda, Koichi Takeshi, and Chihiro Sasakawa",Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains,"J. Clin. Microbiol. 2003, 41(6):2341",10.1128/JCM.41.6.2341-2347.2003,01/01/03,1.0,,,1,"repetitive bands, and background in gel panel",1,,,,1.0,1,"['Department of Applied Veterinary Science', 'Research Center for Animal Hygiene and Food Safety, Obihiro University of Agriculture and Veterinary Medicine', 'Division of Applied Bacteriology, Graduate School of Medicine, Osaka University, Osaka', 'Department of Applied Veterinary Science', 'Department of Applied Veterinary Science', 'Hokkaido Institute of Public Health, Hokkaido', 'Hokkaido Institute of Public Health, Hokkaido', 'Department of Microbiology and Immunology, Institute of Medical Science, University of Tokyo, Tokyo, Japan']","["" Hokkaido'"", ' Tokyo', "" Japan'"", "" Osaka'""]","(35.6897, 139.6922)",['tokyo'],33.29%,False,university of tokyo,False
83,"Chung-ming Chu, Patrick C. Y. Woo, Ken T. K. Chong, Wah-shing Leung, Veronica L. Chan, and Kwok-yung Yuen",Association of Presence of Aspergillus Antibodies with Hemoptysis in Patients with Old Tuberculosis or Bronchiectasis but No Radiologically Visible Mycetoma,"J. Clin. Microbiol. 2004, 42(2):665",10.1128/JCM.42.2.665-669.2004,01/01/04,,1.0,,,multiple duplications of negative blot strips,1,,,,1.0,1,"['Division of Respiratory Medicine, Department of Medicine, United Christian Hospital', 'Department of Microbiology, The University of Hong Kong', 'Department of Microbiology, The University of Hong Kong', 'Division of Respiratory Medicine, Department of Medicine, United Christian Hospital', 'Division of Respiratory Medicine, Department of Medicine, United Christian Hospital', 'Department of Microbiology, The University of Hong Kong', 'HKU-Pasteur Research Centre, Hong Kong']","["" Hong Kong'"", "" United Christian Hospital'""]","(22.305, 114.185)",['hong kong'],34.47%,False,the university of hong kong,True
84,"Patrick C. Y. Woo, Susanna K. P. Lau, Beatrice H. L. Wong, Kwok-Hung Chan, Wai-Ting Hui, Grace S. W. Kwan, J. S. Malik Peiris, Robert B. Couch, and Kwok-Yung Yuen",False-Positive Results in a Recombinant Severe Acute Respiratory Syndrome-Associated Coronavirus (SARS-CoV) Nucleocapsid Enzyme-Linked Immunosorbent Assay Due to HCoV-OC43 and HCoV-229E Rectified by Western Blotting with Recombinant SARS-CoV Spike Polypeptide,"J. Clin. Microbiol. 2004, 42(12):5885",10.1128/JCM.42.12.5885-5888.2004,01/01/04,,1.0,,,two similar looking western blot strips,1,,,,1.0,1,"['Department of Microbiology, The University of Hong Kong, Hong Kong', 'Department of Microbiology, The University of Hong Kong, Hong Kong', 'Department of Microbiology, The University of Hong Kong, Hong Kong', 'Department of Microbiology, The University of Hong Kong, Hong Kong', 'Department of Microbiology, The University of Hong Kong, Hong Kong', 'Department of Microbiology, The University of Hong Kong, Hong Kong', 'Department of Microbiology, The University of Hong Kong, Hong Kong', 'Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, Texas', 'Department of Microbiology, The University of Hong Kong, Hong Kong']","[' Houston', "" Hong Kong'"", "" Texas'""]","(22.305, 114.185)","['hong kong', 'houston']",33.46%,False,baylor college of medicine,True
85,"Wulamu Mamuti, Hiroshi Yamasaki, Yasuhito Sako, Minoru Nakao, Ning Xiao, Kazuhiro Nakaya, Naoki Sato, Dominique A. Vuitton, Renaud Piarroux, Marshall W. Lightowlers, Philip S. Craig, and Akira Ito","Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B from Echinococcus multilocularis","J. Clin. Microbiol. 2004, 42(3):1082",10.1128/JCM.42.3.1082-1088.2004,01/01/04,,1.0,,,duplication of whole panel?,1,,,,1.0,1,"['Department of Parasitology', 'Department of Parasitology, Xinjiang Medical University, Urumqi', 'Department of Parasitology', 'Department of Parasitology', 'Department of Parasitology', 'Department of Parasitology', 'Sichuan Institute of Parasitic Diseases, Chengdu, China', 'Animal Laboratory for Medical Research, Asahikawa Medical College, Asahikawa', 'Surgical Center, Hokkaido University Hospital, Sapporo, Japan', 'Université de Franche-Comte, World Health Organization Collaborating Center on Prevention and Treatment of Human Echinococcosis, Besançon, France', 'Université de Franche-Comte, World Health Organization Collaborating Center on Prevention and Treatment of Human Echinococcosis, Besançon, France', 'Veterinary Clinical Center, University of Melbourne, Melbourne, Victoria, Australia', 'Bioscience Research Institute, School of Environment and Life Science, University of Salford, Greater Manchester, United Kingdom', 'Department of Parasitology']","[' Chengdu', ' Besançon', ' Sapporo', "" 'Surgical Center"", "" Asahikawa'"", ' Melbourne', "" Urumqi'"", ' Victoria', "" Japan'"", "" 'Veterinary Clinical Center"", "" 'Université de Franche-Comte"", ' Greater Manchester', "" United Kingdom'"", "" Australia'"", "" France'"", "" China'"", ' World Health Organization Collaborating Center on Prevention and Treatment of Human Echinococcosis']","(30.66, 104.0633)","['chengdu', 'china', 'asahikawa', 'sapporo', 'melbourne', 'victoria']",34.21%,False,xinjiang medical university,False
86,"Jean-Philippe Lavigne, He_lène Marchandin, Nicole Bouziges, and Albert SottoS",First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe,"J. Clin. Microbiol. 2005, 43(7):3512. DOI: 10.1128/JCM.43.7.3512-3515.2005",10.1128/JCM.43.7.3512-3515.2005,01/01/05,,,,1,gel panel appears to have patches,1,,,,1.0,1,"[""Laboratoire Universitaire d'Antibiologie, Faculté de Médecine, Avenue Kennedy, 30900 Nîmes, France"", 'Laboratoire de Bactériologie, Virologie, Parasitologie, CHU de Nîmes, Groupe Hospitalo-Universitaire de Carémeau, Place du Professeur Robert Debré, 30029 Nîmes Cedex 9, France', ""Laboratoire Universitaire d'Antibiologie, Faculté de Médecine, Avenue Kennedy, 30900 Nîmes, France"", 'Laboratoire de Bactériologie, CHU Arnaud de Villeneuve, 371, avenue du Doyen Gaston Giraud, 34295 Montpellier cedex 5, France', ""Laboratoire Universitaire d'Antibiologie, Faculté de Médecine, Avenue Kennedy, 30900 Nîmes, France"", 'Laboratoire de Bactériologie, Virologie, Parasitologie, CHU de Nîmes, Groupe Hospitalo-Universitaire de Carémeau, Place du Professeur Robert Debré, 30029 Nîmes Cedex 9, France', ""Laboratoire Universitaire d'Antibiologie, Faculté de Médecine, Avenue Kennedy, 30900 Nîmes, France"", 'Service de Médecine Interne B, CHU de Nîmes, Groupe Hospitalo-Universitaire de Carémeau, Place du Professeur Robert Debré, 30029 Nîmes Cedex 9, France']","[' Virologie', "" 'Service de Médecine Interne B"", ' 30900 Nîmes', ' 30029 Nîmes Cedex 9', ' Avenue Kennedy', ' Place du Professeur Robert Debré', ' Faculté de Médecine', '""Laboratoire Universitaire d\'Antibiologie', ' 34295 Montpellier cedex 5', ' ""Laboratoire Universitaire d\'Antibiologie', ' 371', ' CHU Arnaud de Villeneuve', ' Groupe Hospitalo-Universitaire de Carémeau', ' Parasitologie', "" France'"", ' France""', ' avenue du Doyen Gaston Giraud', ' CHU de Nîmes']","(43.8333998, 4.3256918)",[],,,,
87,"Michael Waters, Deepa Raju, Helen S. Garmory, Michel R. Popoff, and Mahfuzur R. Sarker",Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases,"J. Clin. Microbiol. 2005, 43(8):4002",10.1128/JCM.43.8.4002-4009.2005,01/01/05,1.0,,,1,"duplicated background, pasted-in bands?",1,,,,1.0,1,"['Department of Microbiology, Oregon State University, Corvallis, Oregon 97331', 'Department of Microbiology, Oregon State University, Corvallis, Oregon 97331', 'Department of Biomedical Sciences, Defense Science and Technology Laboratory, Porton Down, Salisbury, SP4 0JQ, United Kingdom', 'Unite des Toxines Microbiennes, Institut Pasteur, 75724 Paris, Cedex 15, France', 'Department of Microbiology, Oregon State University, Corvallis, Oregon 97331']","[' SP4 0JQ', "" 'Unite des Toxines Microbiennes"", ' Porton Down', ' Corvallis', ' 75724 Paris', ' Cedex 15', "" United Kingdom'"", ' Salisbury', "" Oregon 97331'"", "" France'""]","(44.5697, -123.278)","['corvallis', 'salisbury']",35.42%,False,oregon state university,False
88,"Ana Mena, Virginia Plasencia, Laura Garci_a, Olga Hidalgo, José Ignacio Ayestarán, Sebastián Alberti, Nuria Borrell, José L. Pérez, and Antonio OliverW. Li",Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leading to In Vivo Carbapenem Resistance Development,"J. Clin. Microbiol. 2006, 44(8):2831",10.1128/JCM.00418-06,01/01/06,,,,1,duplicated bands within same gel panel,1,,,,1.0,1,"['Servicio de Microbiología, Hospital Son Dureta and Instituto Universitario de Investigación en Ciencias de la Salud', 'Servicio de Microbiología, Hospital Son Dureta and Instituto Universitario de Investigación en Ciencias de la Salud', 'Área de Microbiología and Instituto Universitario de Investigación en Ciencias de la Salud, Universidad de las Islas Baleares', 'Servicio de Medicina Preventiva, Hospital Son Dureta', 'Servicio de Medicina Intensiva, Hospital Son Dureta, Palma de Mallorca, Spain', 'Área de Microbiología and Instituto Universitario de Investigación en Ciencias de la Salud, Universidad de las Islas Baleares', 'Servicio de Microbiología, Hospital Son Dureta and Instituto Universitario de Investigación en Ciencias de la Salud', 'Servicio de Microbiología, Hospital Son Dureta and Instituto Universitario de Investigación en Ciencias de la Salud', 'Servicio de Microbiología, Hospital Son Dureta and Instituto Universitario de Investigación en Ciencias de la Salud']","["" Spain'"", "" 'Servicio de Medicina Intensiva"", ' Palma de Mallorca', "" 'Área de Microbiología and Instituto Universitario de Investigación en Ciencias de la Salud"", "" 'Servicio de Medicina Preventiva"", "" Universidad de las Islas Baleares'"", ""'Servicio de Microbiología"", "" 'Servicio de Microbiología""]","(39.6395174, 2.6446013)","['JJQV+RR Palma, Spain']",,,,
89,"Henry E. Cerny, Douglas G. Rogers, Jeffrey T. Gray, David R. Smith, and Susanne Hinkley","Effects of Moraxella (Branhamella) ovis Culture Filtrates on Bovine Erythrocytes, Peripheral Mononuclear Cells and Corneal Epithelial Cells","J. Clin. Microbiol. 2006, 44(3):772",10.1128/JCM.44.3.772-776.2006,01/01/06,,1.0,,,duplicated microscopy panel,1,,,,1.0,1,"['Crete Veterinary Clinic, Crete, Nebraska 68333-0008', 'Department of Veterinary and Biomedical Sciences, University of Nebraska—Lincoln, Lincoln, Nebraska 68583-0907', 'Department of Pathobiology, University of Guelph, Ontario Veterinary College, Guelph, Ontario, Canada N1G 2W1', 'Department of Veterinary and Biomedical Sciences, University of Nebraska—Lincoln, Lincoln, Nebraska 68583-0907', 'Department of Veterinary and Biomedical Sciences, University of Nebraska—Lincoln, Lincoln, Nebraska 68583-0907']","["" Nebraska 68333-0008'"", "" Canada N1G 2W1'"", ' Ontario', ""'Crete Veterinary Clinic"", "" Nebraska 68583-0907'"", ' Lincoln', ' Guelph', ' Crete']","(41.44, -87.6236)","['crete', 'lincoln', 'guelph', 'ontario']",,,university of nebraska—lincoln,NA
90,"Suharni Mohamad, Norhaida Che Azmi, and Rahmah Noordin","Development and Evaluation of a Sensitive and Specific Assay for Diagnosis of Human Toxocariasis by Use of Three Recombinant Antigens (TES-26, TES-30USM and TES-120)","J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09",10.1128/JCM.00001-09,01/01/09,1.0,,,1,2 adjacent lanes in same panel look very similar when one is stretched (multiplecases),1,,,,1.0,1,"['Institute for Research in Molecular Medicine (INFORMM), Universiti Sains Malaysia, 11800 Penang, Malaysia', 'Institute for Research in Molecular Medicine (INFORMM), Universiti Sains Malaysia, 11800 Penang, Malaysia', 'Institute for Research in Molecular Medicine (INFORMM), Universiti Sains Malaysia, 11800 Penang, Malaysia']","[' 11800 Penang', "" Malaysia'"", ' Universiti Sains Malaysia']","(4.210484, 101.975766)",[],,,,
91,"Adis Tasanarong, Supranee Kongkham, and Sookkasem Khositseth",Dual Inhibiting Senescence and Epithelial-to-Mesenchymal Transition by Erythropoietin Preserve Tubular Epithelial Cell Regeneration and Ameliorate Renal Fibrosis in Unilateral Ureteral Obstruction,"BioMed Research International - Volume 2013, Article ID 308130 ",10.1155/2013/308130,01/01/13,,,1.0,,Overlapping microscopy images,1,03/19/17,,1.0,,1,"['Nephrology Unit, Department of Medicine, Faculty of Medicine, Thammasat University (Rangsit Campus), Khlong Nueng, Khlong Luang, Pathum Thani 12121, Thailand', 'Division of Biochemistry, Department of Preclinical Sciences, Faculty of Medicine, Thammasat University (Rangsit Campus), Khlong Nueng, Khlong Luang, Pathum Thani 12121, Thailand', 'Department of Paediatric, Faculty of Medicine, Thammasat University (Rangsit Campus), Khlong Nueng, Khlong Luang, Pathum Thani 12121, Thailand']","[' Khlong Luang', ""'Nephrology Unit"", ' Pathum Thani 12121', "" Thailand'"", ' Khlong Nueng']","(14.0649, 100.6447)",['khlong luang'],33.25%,False,thammasat university (rangsit campus),False
92,"Anahita Rahmani, Danial Kheradmand, Peyman Keyhanvar, Alireza Shoae-Hassani, and Amir Darbandi-Azar",Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells,"BioMed Research International, Volume 2013, Article ID 582526",10.1155/2013/582526,01/01/13,,,1.0,Paul Higgins,Rotated microscopy images,1,02/01/15,,1.0,,1,"['Stem Cell and Tissue Engineering Department, Research Center for Science and Technology in Medicine (RCSTiM), Tehran University of Medical Sciences, Tehran, Iran', 'Faculty of Medicine, Islamic Azad University, Mashhad Branch, Mashhad 19988-96953, Iran', 'Medical Nanotechnology Department, School of Advanced Technologies in Medicine, Tehran University of Medical Sciences, Tehran, Iran', 'Rajaei Cardiovascular, Medical, and Research Centre, Iran University of Medical Sciences, P.O. Box 14185-615, Tehran, Iran', 'Stem Cell and Tissue Engineering Department, Research Center for Science and Technology in Medicine (RCSTiM), Tehran University of Medical Sciences, Tehran, Iran', 'Rajaei Cardiovascular, Medical, and Research Centre, Iran University of Medical Sciences, P.O. Box 14185-615, Tehran, Iran']","["" 'Rajaei Cardiovascular"", ' Tehran', "" Iran'"", ' Mashhad 19988-96953', ' Mashhad Branch', ' Medical', ' P.O. Box 14185-615']","(35.7, 51.4167)",['tehran'],33.43%,False,tehran university of medical sciences,False
93,"Gurbet Celik, Asli Semiz, Serdar Karakurt, Sevki Arslan, Orhan Adali, and Alaattin Sen",A Comparative Study for the Evaluation of Two Doses of Ellagic Acid on Hepatic Drug Metabolizing and Antioxidant Enzymes in the Rat,"BioMed Research International Volume 2013, Article ID 358945",10.1155/2013/358945,01/01/13,,1.0,,,Multiple cases of reused blot panels,1,12/01/14,,1.0,,1,"['Department of Biology, Pamukkale University, Kinikli Campus, 20070 Denizli, Turkey', 'Department of Biology, Pamukkale University, Kinikli Campus, 20070 Denizli, Turkey', 'Department of Biochemistry, Institute of Natural and Applied Science, Middle East Technical University, 06800 Ankara, Turkey', 'Department of Biology, Pamukkale University, Kinikli Campus, 20070 Denizli, Turkey', 'Department of Biochemistry, Institute of Natural and Applied Science, Middle East Technical University, 06800 Ankara, Turkey', 'Department of Biology, Pamukkale University, Kinikli Campus, 20070 Denizli, Turkey', 'Faculty of Art & Sciences, Biology Department, Pamukkale University, Kinikli, 20070 Denizli, Turkey']","[' 20070 Denizli', ' Kinikli Campus', ' 06800 Ankara', "" Turkey'"", ' Kinikli']","(37.7830159, 29.0963328)",[],33.81%,False,pamukkale university,False
94,"Young-Man Lee, Q-Schick Auh, Deok-Won Lee, Jun-Yeol Kim, Ha-Jin Jung, Seung-Ho Lee, and Eun-Cheol Kim",Involvement of Nrf2-Mediated Upregulation of Heme Oxygenase-1 in Mollugin-Induced Growth Inhibition and Apoptosis in Human Oral Cancer Cells,"BioMed Research International Volume 2013, Article ID 210604",10.1155/2013/210604,01/01/13,1.0,1.0,,George Perry,"Several cuts, reused blot panel",1,07/01/14,,1.0,,1,"['Department of Maxillofacial Tissue Regeneration and Research Center for Tooth & Periodontal Regeneration, School of Dentistry, Kyung Hee University, 1 Heogi-dong, Dongdaemun-gu, Seoul 130-701, Republic of Korea', 'Department of Oral Medicine, School of Dentistry, Kyung Hee University, Heogi-dong, Dongdaemun-gu, Seoul 130-701, Republic of Korea', 'Department of Oral and Maxillofacial Surgery, School of Dentistry, Kyung Hee University, Heogi-dong, Dongdaemun-gu, Seoul 130-701, Republic of Korea', 'Department of Maxillofacial Tissue Regeneration and Research Center for Tooth & Periodontal Regeneration, School of Dentistry, Kyung Hee University, 1 Heogi-dong, Dongdaemun-gu, Seoul 130-701, Republic of Korea', 'Department of Maxillofacial Tissue Regeneration and Research Center for Tooth & Periodontal Regeneration, School of Dentistry, Kyung Hee University, 1 Heogi-dong, Dongdaemun-gu, Seoul 130-701, Republic of Korea', 'College of Pharmacy, College of Pharmacy, Yeungnam University, Gyeongsan 712-749, Republic of Korea', 'Department of Maxillofacial Tissue Regeneration and Research Center for Tooth & Periodontal Regeneration, School of Dentistry, Kyung Hee University, 1 Heogi-dong, Dongdaemun-gu, Seoul 130-701, Republic of Korea']","[' Dongdaemun-gu', ' Seoul 130-701', "" Republic of Korea'"", ' Heogi-dong', ' 1 Heogi-dong', ' Gyeongsan 712-749']","(37.5950926, 127.0518338)","['H3W2+2P Seoul, South Korea']",34.21%,False,kyung hee university,False
95,"Chih-Zen Chang, Shu-Chuan Wu, and Aij-Lie Kwan","Magnesium Lithospermate B, an Active Extract of Salvia miltiorrhiza, Mediates sGC/cGMP/PKG Translocation in Experimental Vasospasm","BioMed Research International, Volume 2014, Article ID 272101",10.1155/2014/272101,01/01/14,,,1.0,,"Two sets of duplicated blot panels, one rotated",1,01/12/16,,1.0,,1,"['Department of Surgery, Faculty of Medicine, School of Medicine, Kaohsiung Medical University, Kaohsiung, Taiwan', 'Department of Neurosurgery, Kaohsiung Medical University Hospital, No. 100, Tzyou 1st Road, Kaohsiung 80752, Taiwan', 'Department of Surgery, Kaohsiung Municipal Ta Tung Hospital, Kaohsiung, Taiwan', 'Department of Neurosurgery, Kaohsiung Medical University Hospital, No. 100, Tzyou 1st Road, Kaohsiung 80752, Taiwan', 'Department of Surgery, Faculty of Medicine, School of Medicine, Kaohsiung Medical University, Kaohsiung, Taiwan', 'Department of Neurosurgery, Kaohsiung Medical University Hospital, No. 100, Tzyou 1st Road, Kaohsiung 80752, Taiwan']","[' Kaohsiung', ' Kaohsiung 80752', "" Taiwan'"", ' No. 100', ' Tzyou 1st Road']","(22.6167, 120.3)",['kaohsiung'],34.02%,False,kaohsiung medical university,False
96,"Jaeson Santos Calla-Choque, Elisa Elvira Figueroa-Angulo, Leticia A_vila-González, and Rossana Arroyoi",__-Actinin TvACTN3 of Trichomonas vaginalis Is an RNA-Binding Protein That Could Participate in Its Posttranscriptional Iron Regulatory Mechanism,"BioMed Research International Volume 2014, Article ID 424767",10.1155/2014/424767,01/01/14,,1.0,,,Multiple cases of reused blot strips,1,05/23/16,,1.0,,1,"['Departamento de Infectómica y Patogénesis Molecular, Centro de Investigación y de Estudios Avanzados del IPN (CINVESTAV-IPN), 07360 México, DF, Mexico', 'Departamento de Infectómica y Patogénesis Molecular, Centro de Investigación y de Estudios Avanzados del IPN (CINVESTAV-IPN), 07360 México, DF, Mexico', 'Departamento de Infectómica y Patogénesis Molecular, Centro de Investigación y de Estudios Avanzados del IPN (CINVESTAV-IPN), 07360 México, DF, Mexico', 'Departamento de Infectómica y Patogénesis Molecular, Centro de Investigación y de Estudios Avanzados del IPN (CINVESTAV-IPN), 07360 México, DF, Mexico']","["" Mexico'"", ' 07360 México', ' DF', ' Centro de Investigación y de Estudios Avanzados del IPN (CINVESTAV-IPN)']","(15.0667, 120.7167)",['mexico'],,,,
97,"Li Han, Yafeng Wang, Xiaojuan Guo, Yubing Zhou, Jingmin Zhang, Ning Wang, Jinhua Jiang, Fang Ma, and Qingduan Wang",Downregulation of MDR1 Gene by Cepharanthine Hydrochloride Is Related to the Activation of c-Jun/JNK in K562/ADR Cells,"BioMed Research International, Volume 2014, Article ID 164391",10.1155/2014/164391,01/01/14,,,1.0,,Shifted actin blot panels,1,12/05/16,1.0,,,1,"['Zhang Zhongjing College of Chinese Medicine, Nanyang Institute of Technology, China', 'School of Pharmaceutical Sciences, Zhengzhou University, China', 'Zhang Zhongjing College of Chinese Medicine, Nanyang Institute of Technology, China', 'Department of Pharmacy, First Affiliated Hospital of Zhengzhou University, China', 'School of Pharmaceutical Sciences, Zhengzhou University, China', 'Henan Academy of Medical and Pharmaceutical Sciences, Zhengzhou University, Zhengzhou Henan 450052, China', 'Henan Academy of Medical and Pharmaceutical Sciences, Zhengzhou University, Zhengzhou Henan 450052, China', 'Henan Academy of Medical and Pharmaceutical Sciences, Zhengzhou University, Zhengzhou Henan 450052, China', 'Henan Academy of Medical and Pharmaceutical Sciences, Zhengzhou University, Zhengzhou Henan 450052, China', 'Henan Academy of Medical and Pharmaceutical Sciences, Zhengzhou University, Zhengzhou Henan 450052, China']","["" China'"", ' Zhengzhou Henan 450052']","(27.3336, 128.5736)",['china'],33.81%,False,zhengzhou university,False
98,"Silvana Lorena Della Penna, Gabriel Cao, Andrea Carranza, Elsa Zotta, Susana Gorzalczany, Carolina Susana Cerrudo, Natalia Luci_a Rukavina Mikusic, Alicia Correa, Verónica Trida, Jorge Eduardo Toblli, María Inés Rosón, and Belisario Enrique Fernándezlypep",Renal Overexpression of Atrial Natriuretic Peptide and Hypoxia Inducible Factor-1__ as Adaptive Response to a High Salt Diet,"BioMed Research International, Volume 2014, Article ID 936978",10.1155/2014/936978,01/01/14,,1.0,,,"Duplicated microscopy images, and other panels taken from previous paper",1,09/01/14,,1.0,,1,"['Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Cátedra de Fisiopatología, Facultad de Farmacia y Bioquímica, UBA, Junín 956, Piso 5, 1113 Buenos Aires, Argentina', 'Laboratory of Experimental Medicine, Hospital Alemán, Buenos Aires, Argentina', 'Department of Pharmacology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Department of Pharmacology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Department of Clinical Biochemistry, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Laboratory of Experimental Medicine, Hospital Alemán, Buenos Aires, Argentina', 'Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina', 'Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina']","[' Buenos Aires', "" Argentina'"", ' Junín 956', ' INFIBIOC-CONICET', "" 'Cátedra de Fisiopatología"", ' Facultad de Farmacia y Bioquímica', ' Piso 5', ' UBA', ' 1113 Buenos Aires']","(-34.5997, -58.3819)",['buenos aires'],32.87%,False,university of buenos aires,False
