Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",Lab Size,Publication Rate,Other Journals Published In,1st Author Affiliation University,1st Author Duration of career,1st Author Highest Degree,1st Author Degree Area,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,NearParks,Insititution,Rank,Overall Score,Academic Reputation Score,Citations per Faculty,Faculty Student Ratio,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
"Sawsan Ibrahim Kreydiyyeh, Sarine Markossian ",Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla,Cytokine 33 (2006) 138e144,10.1016/j.cyto.2005.12.007,01/01/06,,1,,,Multiple cases of duplicated blots,1,,,,1,1,"[50.0, nan, 50.0, 50.0]",[nan],[],"Department of Biology, Faculty of Arts and Sciences, American University of Beirut, Beirut, Lebanon. sawkreyd@aub.edu.lb",,,,"[' Beirut', ' Lebanon. sawkreyd@aub.edu.lb']","(33.8869, 35.5131)",['beirut'],33.15%,TRUE,FALSE,American University of Beirut,243,78.6,27.7,16.9,62,,,,,,,,,,
"Deok-Ho Song, Ji-Houn Kang, Geun-Shik Lee, Eui-Bae Jeung, Mhan-Pyo Yang ",Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enhances phagocytosis of RAW macrophages via a peroxisome proliferator-activated receptor gamma-dependent pathway,Cytokine 37 (2007) 227–235,10.1016/j.cyto.2007.04.003,01/01/07,,,1,,"Duplicated gel, differently cut",1,,,,1,1,"[nan, nan, 50.0, nan]","[nan, nan, 0.21, 0.17, nan]","[{'Journal of Veterinary Clinics', 'Toxicological research'}]","Laboratory of Veterinary Internal Medicine, Department of Veterinary Medicine, College of Veterinary Medicine and Research Institute of Veterinary Medicine, Chungbuk National University, Cheongju, Chungbuk 361-763, Republic of Korea.",,,,"[' Chungbuk 361-763', ' Republic of Korea.']","(36.6372, 127.4897)",['cheongju'],35.59%,FALSE,FALSE,Chungbuk National University,1031,2.1,3.8,7.9,28.4,-0.8,-6,6,,,,3.4,,,
"Chung-Hsi Hsing, Hsing-Hui Li, Yu-Hsiang Hsu, Chung-Liang Ho, Shih-Sung Chuang, Kuo-Mao Lan, Ming-Shi Chang",The distribution of interleukin-19 in healthy and neoplastic tissue,Cytokine 44 (2008) 221–228,10.1016/j.cyto.2008.06.007,01/01/08,,,1,,"Duplicated blot panel, stretched",1,,,,1,1,"[50.0, 50.0, nan, nan]","[nan, nan, nan, 0.02, nan, nan, nan, nan]","[{'Cell', 'Journal of Materials Science: Materials in Electronics', 'IEEE transactions on Communications'}]","Department of Medical Research, Chi-Mei Medical Center, Tainan, Taiwan.",,PhD,,"[' Tainan', ' Taiwan.']","(22.9833, 120.1833)",['tainan'],,,,Chi-Mei Medical Center,,,,,,,,,,,,,,,
"M. Hyzd’alová, J. Hofmanová, J. Pacherník, A. Vaculová, A. KozubíkeSung",The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation,Cytokine 44 (2008) 33–43,10.1016/j.cyto.2008.06.003,01/01/08,,1,,,Duplicated blot panel,1,,,,1,1,"[nan, nan, 50.0, nan]",[],[],"Department of Cytokinetics, Institute of Biophysics, Academy of Sciences of the Czech Republic, v.v.i., Královopolská 135, CZ-612 65 Brno, Czech Republic.",,PhD,Biotechnology,"[' CZ-612 65 Brno', ' Czech Republic.']","(49.2237938, 16.607141)","['6JF4+GV Brno, Czechia']",,,,Institute of Biophysics,,,,,,-2.7,-4.8,0.4,0,,,5.9,,1025.9,
"Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto",Effects of ethanol on monosodium urate crystal-induced inflammation,Cytokine 42 (2008) 198–204,10.1016/j.cyto.2008.01.001,01/01/08,,1,,,Duplicated blot,1,,,,1,1,"[nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 0.28, 0.05]","[{'Bioscience, biotechnology, and biochemistry', 'Physical review letters'}]","Research Department, Kantonal Hospital St. Gallen, Switzerland.",,,,"[' Kantonal Hospital St. Gallen', ' Switzerland.']",(),[],,,,Kantonal Hospital St. Gallen,,,,,,,,,,,,,,,
"Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu",Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome,Cytokine 42 (2008) 222–233,10.1016/j.cyto.2008.02.005,01/01/08,,1,,,Duplicated whole figure; very likely error,1,,,,1,1,"[nan, 50.0, nan]","[nan, nan, nan, nan, nan]",[],"Department of Nephrology, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou 510080, Guangdong, PR China.",,,,"[' Guangdong', ' PR China.']","(23.1291999, 113.303)",[],32.81%,FALSE,FALSE,Sun Yat-sen University,262,2.2,36.2,36.2,61.9,11.9,8.8,16.6,0,,10,15.6,,,
"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis,Cytokine 48 (2009) 170–176,10.1016/j.cyto.2009.07.004,01/01/09,,,,1,"Duplicated/mirrored bands, manipulated",1,,,,1,1,"[nan, 50.0]","[nan, nan, nan]",[],"Department of Biochemistry and Molecular Biology, University of Texas Medical Branch, Galveston, TX 77555, USA.",,,,"[' TX 77555', ' USA.']","(29.2487, -94.891)",['galveston'],35.31%,FALSE,FALSE,University of Texas Medical Branch,,,,,,14.2,9.4,20,0,0,77,15.8,,1018,
"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells,Cytokine 46 (2009) 96–99,10.1016/j.cyto.2008.12.021,01/01/09,,,,1,Duplicated lane within blot,1,,,,1,1,"[50.0, nan]","[nan, 0.2, nan]",[],"Department of Pharmacology, School of Pharmacy, Hoshi University, 2-4-41 Ebara, Shinagawa-ku, Tokyo 142-8501, Japan.",,,,"[' Tokyo 142-8501', ' Japan.']","(35.6091973, 139.7303364)",[],32.60%,FALSE,FALSE,"Hoshi University,",,,,,,7.1,5,11,0,,327,25.6,,1006.7,
"Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg",Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells,Cytokine 46 (2009) 72–78,10.1016/j.cyto.2008.12.013,01/01/09,,,1,,Mirrored blot,1,,,,1,1,"[nan, nan]","[nan, nan, nan, nan, nan, 0.1]",[{'Journal of dental research'}],"Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology, 88 East Newton St., Boston, MA 02118, USA. ssafaya@bu.edu",,,,"[' MA 02118', ' USA. ssafaya@bu.edu']","(42.3188, -71.0846)",['boston'],,,,Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology,,,,,,-10.9,-14.4,-7.2,0,150,304,31,,1016.2,
"Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma",STAT3 induces muscle stem cell differentiation by interaction with myoD,Cytokine 46 (2009) 137–141,10.1016/j.cyto.2008.12.015,01/01/09,,,1,,"Overlapping blots, two cases",1,,,,1,1,"[nan, nan, nan, nan]","[nan, 0.14, 0.24, nan, nan, nan, 0.28, 1.0, nan, nan]","[{'Bioinformatics', 'Proteins: Structure, Function, and Bioinformatics'}, {'Nucleic acids research', 'The EMBO Journal'}, {'Civil society and health: Contributions and potential'}, {'Informatics', 'International journal of molecular sciences'}]","Department of Hematology and Oncology, The First Hospital, Jilin University, 71 Xinmin Street, Changchun 130021, China.",,PhD,Molecular Biophysics,"[' Changchun 130021', ' China.']","(43.8656399, 125.30996)",[],33.66%,FALSE,FALSE,Jilin University,503,4.7,13.8,26.1,44.6,-14.5,-19.4,-9,0,,272,8.3,,,
"Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh",Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells,Cytokine 49 (2010) 312–318,10.1016/j.cyto.2009.11.020,01/01/10,,,,1,"Duplicated yet altered blots, multiple cases",1,,,,1,1,"[50.0, nan, 12.0]","[nan, nan, 0.42]","[{'Cellular Signalling', 'Cellular Physiology and Biochemistry'}]",[],,PhD,Biomedical Sciences,[''],(),[],,,,Woodland Hills Medical Center,,,,,,,,,,,,,,,
"Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood",MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1,Cytokine 56 (2011) 245–255,10.1016/j.cyto.2011.06.006,01/01/11,,1,,,Duplicated negative blot,1,,,,1,1,"[nan, nan, 50.0, 50.0]","[nan, 0.08, nan, 0.14, nan]","[{'IEEE transactions on intelligent transportation systems'}, {'Journal of Biological Chemistry'}]","Department of Craniofacial Biology and the Center for Oral Health Research, Medical University of South Carolina, SC 29425, United States.",,PhD,,"[' SC 29425', ' United States.']","(37.09024, -95.712891)",[],33.91%,FALSE,FALSE,Medical University of South Carolina,,,,,,-4.9,-10,0,0,,,10.6,,,
"Markus Neumeier, Sabrina Bauer, Hilke Bru_hl, Kristina Eisinger, Andrea Kopp, Sabine Abke, Roland Walter, Andreas Schäffler, Christa Buechler n","Adiponectin stimulates release of CCL2, -3, -4 and -5 while the surface abundance of CCR2 and -5 is simultaneously reduced in primary human monocytes",Cytokine 56 (2011) 573–580,10.1016/j.cyto.2011.08.017,01/01/11,,,1,,"Two cases of duplicated blots, different exposure",1,06/01/13,,1,,1,"[nan, 50.0, 50.0, nan]","[nan, nan, nan, nan, 1.67, nan, nan]",[{'Networked Transitions: Policy Coordination in Socio-Technical Innovation Systems'}],"Department of Internal Medicine I, Regensburg University Hospital, D-93042 Regensburg, Germany.",,,Gene Expression,"[' D-93042 Regensburg', ' Germany.']","(51.165691, 10.451526)",[],37.07%,FALSE,FALSE,Regensburg University Hospital,,,,,,1.2,-3.6,2.9,0,220,257,15.8,40.3,1019,0
"Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan",Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury,Cytokine 54 (2011) 305–314,10.1016/j.cyto.2011.02.016,01/01/11,,,1,,"Overlapping microscopy, duplicated blots, multiple cases",1,,,,1,1,"[nan, nan, nan]","[nan, 0.15, nan]","[{'International Journal of Greenhouse Gas Control', 'Groundwater Monitoring & Remediation'}]","Department of Gastroenterology, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai 200025, China. chenping714@yahoo.com.cn",,,,"[' Shanghai 200025', ' China. chenping714@yahoo.com.cn']","(31.2131999, 121.46997)",[],33.65%,FALSE,FALSE,Shanghai Jiaotong University School of Medicine,,,,,,0.4,-3,3,0,,321,18.9,,,
"Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,Cytokine 53 (2011) 42–51,10.1016/j.cyto.2010.09.007,01/01/11,,,,1,"Duplication, stretching, what not, the lot",1,,,,1,1,"[50.0, nan, nan, nan]","[nan, nan, 0.36, 0.19, nan, 0.0, nan, nan]","[{'Proceedings of the ACM Conference on Bioinformatics, Computational Biology and Biomedicine', 'arXiv preprint arXiv:1304.3351', 'arXiv preprint arXiv:1402.4876', 'arXiv preprint arXiv:1705.05368', 'BMC bioinformatics'}, {'比较教育研究'}]",[],,,,[''],(),[],,,,Sichuan University,453,3.2,17.7,69.7,18.9,,,,,,,,,,
"Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li",Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells,Cytokine 56 (2011) 365–375,10.1016/j.cyto.2011.06.005,01/01/11,,,,1,Duplicated bands in different order,1,,,,1,1,"[nan, 50.0, nan, nan]","[nan, 0.5, nan, 0.83, 0.5, 0.31, 0.22]","[{'Chinese Journal of Chemistry', 'Nature communications', 'ACS applied materials & interfaces', 'ACS Applied Energy Materials', 'ChemCatChem'}, {'Frontiers in cell and developmental biology', 'Zhongguo xiu fu Chong Jian wai ke za zhi= Zhongguo Xiufu Chongjian Waike Zazhi= Chinese Journal of Reparative and Reconstructive Surgery', 'Biochemical Pharmacology', 'Oxidative medicine and cellular longevity'}, {'Talanta', 'Functional Nanoparticles for Bioanalysis, Nanomedicine, and Bioelectronic Devices Volume 2', 'Journal of Electroanalytical Chemistry'}, {'Pattern recognition', 'IEEE Transactions on Neural Networks and Learning Systems', 'IEEE Transactions on Image Processing', '2012 IEEE Conference on Computer Vision and Pattern Recognition'}]","Department of Immunology, Medical College of Chinese People's Armed Police Forces, Tianjin, People's Republic of China. wy68wy68@yahoo.com.cn",,,,"[' Tianjin', "" People's Republic of China. wy68wy68@yahoo.com.cn""]","(39.1467, 117.2056)",['tianjin'],33.44%,TRUE,FALSE,Medical College of Chinese People's Armed Police Forces,,,,,,-5.8,-8.9,-1.2,0,,335,12.2,,,
"Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang","Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway",Cytokine 60 (2012) 360–368,10.1016/j.cyto.2012.04.029,01/01/12,,,,1,"Duplicated blot, lanes within blot",1,,,,1,1,"[nan, nan, nan, 50.0]","[nan, nan, nan, 1.33, 0.23, nan, nan]","[{'2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC)', '2019 9th International IEEE/EMBS Conference on Neural Engineering (NER)', 'arXiv preprint arXiv:2011.05861', '2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC)'}]",[],,MD,,[''],(),[],,,,Capital Medical University,,,,,,,,,,,,,,,
"Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa",Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ‘‘six-mix’’ amphiboles and subsequent activation of BEAS-2B cells,Cytokine 60 (2012) 718–730,10.1016/j.cyto.2012.08.025,01/01/12,,1,,,Duplicated actin blot,1,06/01/17,,1,,1,[],"[nan, nan, 0.13]","[{'The Journal of nutrition', 'The Journal of pathology'}]","Department of Medicine, University of Vermont College of Medicine, Burlington, VT 05405, USA.",,MD,Medicine,"[' VT 05405', ' USA.']","(43.3167, -79.8)",['burlington'],36.57%,FALSE,FALSE,University of Vermont,700,1.6,3.4,17.1,63.6,5.3,1.7,8.9,3.1,0,175,19.4,,1006.4,
"Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim",Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells,Cytokine 60 (2012) 284–293,10.1016/j.cyto.2012.05.021,01/01/12,,,,1,"Multiple, multiple cases of duplicated lanes within blots/gels",1,,,,1,1,"[nan, 50.0, nan, nan]","[nan, 0.17, 0.38, 0.45, nan, nan]","[{'2018 17th IEEE International Conference On Trust, Security And Privacy In Computing And Communications/12th IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)', 'The Journal of Internal Korean Medicine'}, {'Korean Journal of Radiology', 'Journal of the Korean Society of Radiology'}]",[],,,,[''],(),[],,,,Kyung Hee University,265,4.2,26.4,15.2,85.5,,,,,,,,,,
"Christina Galloway, Munmun Chattopadhyay ",Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes,Cytokine 63 (2013) 1–5,10.1016/j.cyto.2013.04.009,01/01/13,,,1,,"Duplicated control panel, stretched",1,,,,1,1,[nan],"[nan, 0.2]","[{'Molecular Therapy', 'JOURNAL OF GENE MEDICINE', 'MOLECULAR THERAPY', 'JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM'}]","Department of Neurology, University of Michigan, Ann Arbor, MI, USA; VA Ann Arbor Healthcare System, Ann Arbor, MI, USA.",,,,"[' MI', ' USA.']","(42.2755, -83.7312)",['ann arbor'],34.25%,FALSE,FALSE,University of Michigan,24,63.4,98.6,70.5,90.2,-6.3,-15,-2.2,0,,,10,,1019.2,
Kyoung Sik Park (only one author),"Aucubin, a naturally occurring iridoid glycoside inhibits TNF-_-induced inflammatory responses through suppression of NF-_B activation in 3T3-L1 adipocytes",Cytokine 62 (2013) 407–412,10.1016/j.cyto.2013.04.005,01/01/13,,,,1,Multiple cases of duplicated bands within same blot panel,1,,,,1,1,[],[],[],"Department of Genetic Engineering, College of Natural Science and Engineering, Cheongju University, Chungbuk 360-764, Republic of Korea. parkks@cju.ac.kr",,,,"[' Chungbuk 360-764', ' Republic of Korea. parkks@cju.ac.kr']","(36.8, 127.7)",[],34.81%,FALSE,FALSE,Cheongju University,,,1.7,3.3,8.9,,,,,,,,,,
"Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang ",The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation,Cytokine 70 (2014) 87–96,10.1016/j.cyto.2014.07.249,01/01/14,,,1,,"Duplicated FACS panel, gated differently",1,,,,1,1,"[nan, nan, nan, nan]","[nan, 0.16, nan, nan, 0.1, nan, nan]","[{'Age (mean, range)', 'Social Epistemology', 'Tér elméleT kulTúra', 'Applied geography'}, {'Biochemical and biophysical research communications'}]","Department of Orthopedic Surgery, Xinhua Hospital, Shanghai Jiaotong University School of Medicine, Shanghai 200092, China.",,PhD,,"[' Shanghai 200092', ' China.']","(31.2751999, 121.513)",[],33.65%,FALSE,FALSE,Shanghai Jiao Tong University,50,75.6,83.4,95.6,55.2,8.9,2,16,,,,9,,,
"Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar",A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells,"Science 321, 1357 (2008)",10.1126/science.1156725,01/01/08,,,1,,"Duplicated panel, different exposure?",1,10/02/15,,1,,1,"[13.0, nan, 50.0]","[1.25, 0.19, nan]","[{'Combustion and Flame', 'Journal of Analytical and Applied Pyrolysis', 'Computational and Theoretical Chemistry'}, {'American Journal of Obstetrics & Gynecology', 'Jama', 'American Journal of Reproductive Immunology'}]","['Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.']",,Ph.D.,RNA,"[' CT 06520', ' New Haven', "" USA.'""]","(41.3112, -72.9246)",['new haven'],33.46%,FALSE,FALSE,Yale University,15,87.9,99.9,59.9,100,1.7,-5.6,7.2,2.3,0,,11.2,,1011.2,
"Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel",Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate,"Science 325, 1254 (2009)",10.1126/science.1176709,01/01/09,,1,,,Duplicated blot panel,1,,,,1,1,"[50.0, nan, nan, 50.0]","[nan, nan, nan, nan, nan, 0.08, 0.14, 0.14, 0.16, nan, 0.12]","[{'Edited by WJ Raupp, Department of Plant Pathology, Kansas State University, Manhattan, KS 66506-5502 USA. Facilities during manuscript editing were provided by the Plant Pathology De-partment and the Wheat Genetic and Genomic Resources Center, Kansas State University.', 'Journal of plant nutrition', 'SOUTH AFRICAN JOURNAL OF BOTANY'}, {'ILE', 'The FEBS Journal', 'Transportation Research Part A: Policy and Practice', 'Word wide protein data bank'}, {'BLOOD', 'Progress in growth factor research', 'Journal of Surgical Research', 'WOUND REPAIR AND REGENERATION'}, {'BMB Reports', 'Drug development research'}]","['Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'The Wistar Institute and Department of Chemistry, University of Pennsylvania, Philadelphia, PA 19104, USA.', 'State Key Laboratory of Drug Research, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, Shanghai 201203, P. R. China.', 'The Wistar Institute and Department of Chemistry, University of Pennsylvania, Philadelphia, PA 19104, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'National Institute of Mental Health, National Institutes of Health, Bethesda, MD 20892, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.']",,"MD, PhD",Oncology,"["" USA.'"", ' Bethesda', "" P. R. China.'"", ' MD 20892', ' VA 23298', ' Richmond', ' PA 19104', ' Shanghai 201203', ' Philadelphia']","(37.5295, -77.4756)","['richmond', 'philadelphia', 'bethesda']",34.00%,FALSE,FALSE,Virginia Commonwealth University,752,4.3,7.1,16.3,47.6,-2.5,-6.1,2.2,0,,,9.4,,1027.6,
"Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, Zümrüt Duygu Sen, Turgay Dalkaraen",Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels,"Science 339, 1092 (2013)",10.1126/science.1231897,01/01/13,,,,1,"Duplicated mirrored band, stamping in background",1,10/02/15,,1,,1,"[50.0, 50.0, 50.0, 50.0]","[nan, 0.42, 0.22, 0.42, nan, nan]","[{'Current Neuropharmacology', 'Epilepsia'}, {'Experimental animals', 'Data in brief'}]","['Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Psychiatry, Faculty of Medicine, Hacettepe University, Ankara \r06100, Turkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Psychiatry, Faculty of Medicine, Hacettepe University, Ankara \r06100, Turkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.']",,"MD, PhD",Neurology,"[' Ankara 06100', "" Turkey.'"", ' Ankara \\r06100', "" \\rTurkey.'""]","(38.963745, 35.243322)",[],34.49%,FALSE,FALSE,Hacettepe University,835,1.3,15.6,6.8,8.1,-1,-5,6,,,21,10.3,,,
"Hideki Sakahira, Masato Enari, & Shigekazu Nagata",Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis,Nature. 1998 Jan 1;391(6662):96-9.,10.1038/34214,01/01/98,,,,1,Duplicated lanes within same gel panel,1,10/29/15,,1,,1,"[nan, nan]","[nan, nan]",[],"Department of Genetics, Osaka University Medical School, Suita, Japan.",,,,"[' Suita', ' Japan.']","(36.204824, 138.252924)",[],33.40%,FALSE,TRUE,Osaka University,75,7.7,80.6,43.4,79.1,0.9,-4.5,5.4,,,,,,,
"Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein",14-3-3__ is required to prevent mitotic catastrophe after DNA damage,"Nature, Vol. 401, 7 October 1999, page 616",10.1038/44188,01/01/99,,,1,,"Rotated microscopy image, authors replied on PP",1,10/29/15,,,1,1,"[50.0, nan, nan, 50.0]","[nan, nan, nan, nan]",[],"The Johns Hopkins Oncology Center, Program in Human Genetics, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21231, USA.",,,,"[' Maryland 21231', ' USA.']","(39.3051, -76.6144)",['baltimore'],33.79%,FALSE,FALSE,Johns Hopkins University,25,85.9,87.6,89.9,100,-5,-10,-0.6,0,0,,13.7,,1026.2,
"Morgan E. Carlson, Michael Hsu, & Irina M. Conboy",Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells,"Nature, Vol. 454, 24 July 2008, page 528",10.1038/nature07034,01/01/08,,,1,,Multiple cases of overlapping microscopy panels,1,10/13/16,,1,,1,"[nan, nan]","[nan, 0.15]","[{'Journal of crystal growth', 'Leibniz-Rechenzentrum', 'Applied scientific research'}]","Department of Bioengineering, University of California, Berkeley, California 94720, USA.",,,,"[' California 94720', ' USA.']","(37.8723, -122.276)",['berkeley'],33.92%,FALSE,FALSE,University of California,32,95.4,100,99.9,23.3,8.2,3.3,13.3,0,,,11.9,,1023.7,
