author,title,publish_place
 Neil Hunter,ISOLATION OF GENES FROM A 1.7-MB YAC CONTIG WITHIN THE ESSENTIAL REGION OF X-LINKED EYE DISORDERS,N/A
 Neil Hunter,"A YAC CONTIG SPANNING THE OATL1, DXS426, AND DXS1003 LOCI",N/A
 Hong Wei Chu,Establishment and characterization of hIRBP-induced experimental autoimmune uveoretinitis in mice,Investigative Ophthalmology & Visual Science
 Hong Wei Chu,Growth hormone-releasing hormone (GHRH) antagonist induces apoptosis in retinoblastoma,Investigative Ophthalmology & Visual Science
 Hong Wei Chu,Reduced CD38 Expression on CD34+ Cells as a Diagnostic Test in Myelodysplastic Syndromes,haematologica
 Hong Wei Chu,Gene expression profiling in N-methy-N’-nitro-N-nitrosoguanidine (MNNG) induced rats gastric cancers using oligonucleotide microarrays.,N/A
 Hong Wei Chu,"Jian Li1, 2, Yolanda Wong Ying Yip1, Jialin Ren3, Wing Ki Hui4, Jing Na He1, Qiu Xiao Yu3",N/A
 Scott K. Young,Engineering T cell receptors for potential therapeutic applications (48.28),N/A
 Scott K. Young,Studies of antigen cross-reactivity by high-affinity T cell receptors,JOURNAL OF IMMUNOLOGY
 Scott K. Young,Functional and structural studies of a high affinity TCR reveal a signaling threshold for T cells and a mechanism for broadened peptide fine specificity,FASEB JOURNAL
 Scott K. Young,Engineering T cell receptors to examine the role of affinity and* kinetics in T helper cell function,Engineering T cell receptors to examine the role of affinity and* kinetics in T helper cell function
 Scott K. Young,Effects of Dietary Phytoestrogens on Adult Male and Perinatal Rats,N/A
 Yoshio Yamaoka,"Helicobacter pylori iceA, Clinical Outcomes, and Correlation with cagA: A Meta-Analysis",PloS one
 Yoshio Yamaoka,Natural History of Gastric Mucosal Cytokine,N/A
 Yoshio Yamaoka,Relation between Seroreactivity to,Official journal of the American College of Gastroenterology| ACG
 Yoshio Yamaoka,Evaluation of the Anti-East Asian,Clinical and vaccine immunology
 Yoshio Yamaoka,"P-117 HP 菌 体成分を用いた T cell の活性化と T cell 由来の COX-2 蛋 白誘導について日本医科大学第 3 内 科〇二神生爾, 平塚哲郎, 津久井拓, 飯泉 匡, 篠木 啓, 赤松知憲, 和田 健",N/A
 Victor E. Reyes,INTERFERON-ALPHA-BETA SYNTHESIS INVIVO CORRELATES WITH GRAFT VERSUS HOST-DISEASE,N/A
 Victor E. Reyes,Interferon α/β synthesis in vivo correlates with graft versus host disease,N/A
 Victor E. Reyes,Interleukin 2 induces interferon α/β production in murine bone marrow cells,N/A
 Victor E. Reyes,T cell regulation of interferon (IFN) α/β production by alloantigen stimulated bone marrow cells,N/A
 Victor E. Reyes,SESSION: 3 Industrial Application of System Level Methods,N/A
 Monica Williams,Advancing the Impact of Design Science: Moving from Theory to Practice,N/A
 Monica Williams,NICK TEST,Journal of the International Neuropsychological Society
 Monica Williams,Repurposing organizational electronic documentation: Lessons from Case Management in Foster Care,N/A
 Monica Williams,Fueling the Manual Process: Extending the “Gold Standard” in Case Management,N/A
 Monica Williams,Using the Dashboard Technology Properly September-October 2008,N/A
 Yigit Guner,"Pediatric Surgery Vol 56, No 9, September 2021",N/A
 Yigit Guner,"Pediatric Surgery Vol 53, No 11, November 2018",N/A
 Yigit Guner,"Pediatric Surgery Vol 53, No 3, March 2018",N/A
 Yigit Guner,Pediatric Extracorporeal Life Support Organization Registry International Report 2016.,ASAIO journal (American Society for Artificial Internal Organs: 1992)
 Yigit Guner,"Pediatric Surgery Vol 44, No 9, September 2009",N/A
 Rahul Mittal,THE ROLE OF COMPUTER AND INTERNET IN EDUCATION,Health Information & Libraries Journal
 Rahul Mittal,Role of Brand Management in Developing Economies,Journal of brand management
 Rahul Mittal,भारत में जल संकट,"Academic Social Research:(P) ISSN: 2456-2645, Impact Factor: 4.928 (UGC APPROVED 47715)"
 Rahul Mittal,Impact of Social Media on Society and Cyber Law,Cosmopolitan Civil Societies: An Interdisciplinary Journal
 Rahul Mittal,"EFFECTIVENESS OF TEACHER’S COMPETENCE RELATED TO ACCESS, INCLUSIVENESS AND QUALITY",N/A
 Dennis Mock,Focus group describing simulation-based learning for cardiovascular topics in US colleges and schools of pharmacy,Currents in Pharmacy Teaching and Learning
 Dennis Mock,Refractory proliferative lupus nephritis: an evidence-based review of pharmacotherapy,Journal of Pharmacy Technology
 Dennis Mock,Barriers to and factors influencing the pursuit of pharmacy student research,Currents in Pharmacy Teaching and Learning
 Dennis Mock,"The Effective Pharmacy Preceptor, MM Soric, SR Schneider, SS Wisneski. American Society of Health-System Pharmacists, Bethesda, MD (2017). ISBN: 978158528559. Price $39.00 …",N/A
 Dennis Mock,Anticoagulation Management Considerations for Mechanical Valves,N/A
 Jeffrey S. Upperman,I) ISASIER MEI)| CINE,N/A
 Jeffrey S. Upperman,Disaster Medicine,N/A
 Jeffrey S. Upperman,"Pediatric Surgery Vol 52, No 11, November 2017",N/A
 Jeffrey S. Upperman,"Fishman, SJ., 92",Surgical Clinics
 Jeffrey S. Upperman,Using a Mathematical Model to Analyze the Role of Probiotics,PLoS One
 Jay Gunawardana,ADDITIONAL FILE,Nutr J
 Jay Gunawardana,"Phospho-form distributions of proteins–quantitation, mathematical analysis and biological significance.",N/A
 Jay Gunawardana,Synthetic Transcription Factor Cooperativity Analysis Using ODE Polymerase Model,N/A
 Jay Gunawardana,The mysterious behaviour of Sic1,N/A
 Jay Gunawardana,"Javier Estrada1, Natalie Andrew2, Daniel Gibson4, Frederick Chang3",N/A
 Hyun-Joon Ha,Structure of (E)-3-bromo-4-nitro-4-phenyl-3-buten-2-one,Acta Crystallographica Section C: Crystal Structure Communications
 Hyun-Joon Ha,Stereochemistry in Nucleophilic Vinylic Substitution in Activated Nitroolefins II,Bulletin of the Chemical Society of Japan
 Hyun-Joon Ha,"PURIFICATION AND INHIBITION OF ALPHA, BETA-DIHYDROXYACID DEHYDRATASE",BIOCHEMISTRY
 Hyun-Joon Ha,Biosynthesis of trichodiene,Journal of Microbiological Methods
 Hyun-Joon Ha,"Supporting Information One-Pot Multiple Reactions: Asymmetric Synthesis of 2, 6-cis-Disubstituted Piperidine Alkaloids from Chiral Aziridine",Organic & Biomolecular Chemistry
 Jungchan Park,"Intraoperative abortion of adult living donor liver transplantation: 15 cases from 1,179 cases in 20 years of experience in a single center",Annals of Surgical Treatment and Research
 Jungchan Park,Clinical Outcome of Noncardiac Surgery in Patients With History of Coronary Artery Revascularization by Percutaneous Coronary Intervention Versus Coronary Artery Bypass Graft …,Japanese Clinical Medicine
 Jungchan Park,Preoperative 2D-echocardiographic assessment of pulmonary arterial pressure in subgroups of liver transplantation recipients,Anesthesia and Pain Medicine
 Jungchan Park,An observational study on the effect of hypercholesterolemia developed after living donor liver transplantation on cardiac event and graft failure,Scientific reports
 Jungchan Park,Volatile versus total intravenous anesthesia for 30-day mortality following non-cardiac surgery in patients with preoperative myocardial injury,PloS one
 Satoshi Yuzawa,Polyketide Synthases As a Platform for Biofuel Production,N/A
 Satoshi Yuzawa,A functionally critical structural motif in the N-terminus of a modular polyketide synthase,N/A
 Satoshi Yuzawa,Fermentation process development for Streptomyces albus as a novel platform for biofuel production from cellulosic sugars,N/A
 Satoshi Yuzawa,Genome sequencing of engineered Streptomyces that produce alternative fuels,N/A
 Satoshi Yuzawa,Ribosomal Synthesis of Histone H3 Tails with Complex Lysine Modifications,Peptide science: proceedings of the... Japanese Peptide Symposium
 Xavier Charpentier,Correction: Legionella Eukaryotic-Like Type IV Substrates Interfere with Organelle Trafficking,PLoS pathogens
 Xavier Charpentier,Organisation moléculaire des penicillin-binding proteins 1A et 1B d'Escherichia Coli au cours de la synthèse du peptidoglycane,N/A
 Xavier Charpentier,Supplemental Data Real-Time Analysis of Effector Translocation by the Type III Secretion System of Enteropathogenic Escherichia coli,Cell host & microbe
 Xavier Charpentier,Penicillin-Binding Proteins 1a and 1b Form,Journal of bacteriology
 Xavier Charpentier,Antibiotic activity of a trans-translation inhibitor against the intracellular pathogen Legionella pneumophila,N/A
 Christophe Gilbert,Testing the eﬂicient markets hypothesis on,The journal of Finance
 Christophe Gilbert,Has Futures Trading Affected the Volatility,"Journal of Futures Markets: Futures, Options, and Other Derivative Products"
 Christophe Gilbert,Price Discovery in the European Aluminium Market,N/A
 Christophe Gilbert,Indonesia-Second East Java Urban Development Project,N/A
 Christophe Gilbert,"Commodity Price Uncertainty, Aid and Economic Growth",N/A
 Daniele Atlan,Explaining China’s growth,N/A
 Daniele Atlan,Cause and Effect of the 2009 Monetary Stimulus,N/A
 Daniele Atlan,THE ASYMMETRIC TRANSMISSION OF CHINA’S MONETARY POLICY,N/A
 Daniele Atlan,Understanding Markov-Switching Rational Expectations Models (Forthcoming in Journal of Economic Theory),Journal of Economic theory
 Daniele Atlan,The International Finance Discussion Papers logo links to the International Finance Discussion Papers home page Inference Based on SVARs Identified with Sign and Zero …,N/A
 Patricia Doublet,and Dominique Mengin–Lecreulx,European journal of immunology
 Patricia Doublet,Involvement of protein phosphorylation at tyrosine in the production of exopolysaccharides in bacteria,Biochemical Society Transactions
 Patricia Doublet,"Biosynthese du d-glutamate, precurseur du peptidoglycane chez escherichia coli",N/A
 Patricia Doublet,"Université Paris-Sud, Bât. 432 91405 Orsay Cedex, France",N/A
 Patricia Doublet,Identification of the murI and murB Genes Coding for-Cytoplasmic Peptidoglycan Synthetases in the 90-Min Region of the E. coli,N/A
 Francis Ntumngia,IDENTIFYING B-CELL EPITOPES WITHIN THE LIGAND DOMAIN OF PLASMODIUM VIVAX DUFFY BINDING PROTEIN,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE
 Francis Ntumngia,IDENTIFY B-CELL EPITOPES IN DUFFY BINDING PROTEIN ASSOCIATE WITH PROTECTION PLASMODIUM VIVAX INVASION,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE
 Francis Ntumngia,GENETIC VARIATION AMONG PLASMODIUM VIVAX PRIMATE ISOLATES AND THE IMPLICATION FOR VACCINE DEVELOPMENT,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE
 Francis Ntumngia,"Characterization of P. vivax DBP Variants in Pursat, Cambodia",N/A
 Francis Ntumngia,Design and Immunogenicity of a Novel Synthetic Antigen Based on the Ligand Domain of the Plasmodium vivax Duffy...,N/A
 Menachem Shoham,CRYSTAL STRUCTURE OF DEMETALLIZED CONCANAVALIN A: THE METAL-BINDING REGION,Journal of molecular biology
 Menachem Shoham,THE EFFECT OF BINDING OF METAL IONS ON THE THREE-DIMENSIONAL STRUCTURE OF DEMETALLIZED CONCANAVALIN A,FEBS Lett
 Menachem Shoham,The crystal structure of demetallized concanavalin A,N/A
 Menachem Shoham,Potential antimicrobial effect of plant essential oils and virulence genes expression in methicillin-resistant S...,N/A
 Menachem Shoham,Crystal Structure of an Anticholera Toxin Peptide,Journal of molecular biology
 Michael Foley,"R.-M. Wittich and RD Walter (FRG) Chemical characterization of the parasitophorous vacuole membrane antigen QF116 from Plasmodium falciparum U. Kara, B. Murray, C. Pam, J …",N/A
 Michael Foley,"Identification of a novel transglutaminase from the filarial parasite Brugia malayi and its role in growth and development K. Mehta, UR Rao, AC. Vickery and L. Fesus (USA …",Molecular and biochemical parasitology
 Michael Foley,Antibodies to Malaria Peptide Mimics,N/A
 Michael Foley,"Walliker, D., Ridley, R., Scaife, JG & McBride, JS (1991). Structural and antigenic polymorphism of the 35-to 4% kilodalton merozoite surface antigen (MSA-2) of the mala",Gene
 John H. Adams,An engineered vaccine of the Plasmodium vivax Duffy binding protein enhances induction of broadly neutralizing antibodies 2,N/A
 John H. Adams,IAnnouncement,N/A
 John H. Adams,University Teaching Faculty,CSSHE Professional File
 John H. Adams,University Teaching Faculty,CSSHE Professional File
 John H. Adams,Antibodies against MAEBL Ligand Domains,N/A
 Sanjay Batra,"Our thanks to all those who have helped with this issue of Biomarkers in Medicine. Listed below are authors, referees and others who have kindly given their time, effort and …",N/A
 Sanjay Batra,Receptor interacting protein (RIP) 2 mediated signaling in response to pulmonary Klebsiella infection,N/A
 Sanjay Batra,Contributors to Volume 102,N/A
 Sanjay Batra,"Life Sciences, Volume 32, 1983 Pergamon Press Printed in the USA",N/A
 Sanjay Batra,SP600125 Selectively Inhibits Histone H3-Ser10 Phosphorylation,N/A
 Koichi Kobayashi,Laser Spectroscopic Study of CaH in the UV region,N/A
 Koichi Kobayashi,Laboratory measurement of methyl formate (HCOO13CH3),N/A
 Koichi Kobayashi,Kato Y. 5053 Keshavarz-KM 5149 Khong A. 5143 Kikuchi K. 4973,N/A
 Koichi Kobayashi,The Journal of the Royal College of Paediatrics and Child Health,Archives of Disease in Childhood
 Koichi Kobayashi,OE Agazzi and N. Seshadri On the Use of Tentative Decisions to Cancel Intersymbol Interference and Nonlinear Distortion (With Application to Magnetic Recording Channels) 394 D …,IEEE Transactions on Information Theory
 Richard A. Flavell,On The Importance Of Innate Vs. Adaptive Immunity In Microbial Infections,Microbes and infection
 Richard A. Flavell,Reviews Editor,International Journal of Hospitality Management
 Richard A. Flavell,Local Expression of Transgene Encoded TNFcx in Islets Prevents Autoimmune Diabetes in Nonobese Diabetic (NOD) Mice by Preventing the Development of Auto-reactive Islet-specific …,N/A
 Richard A. Flavell,lmmunitv,N/A
 Richard A. Flavell,Structure and Expression of Class,N/A
 Samithamby Jeyaseelan,Molecular basis for cellular and species-specificity of Mannheimia haemolytica leukotoxin,Molecular basis for cellular and species-specificity of Mannheimia haemolytica leukotoxin
 Samithamby Jeyaseelan,CELLULAR MICROBIOLOGY: PATHOGEN-HOST CELL MOLECULAR INTERACTIONS-Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovine …,Infection and Immunity
 Samithamby Jeyaseelan,MOLECULAR AND CELLULAR PATHOGENESIS-Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bovine Leukocytes,Infection and Immunity
 Samithamby Jeyaseelan,Supplemental Information CXCL5 Regulates Chemokine Scavenging and Pulmonary Host Defense to Bacterial Infection,Immunity
 Samithamby Jeyaseelan,Receptor interacting protein (RIP) 2 mediated signaling in response to pulmonary Klebsiella infection,N/A
 Greg Golden,The Effect of Secondary Market Existence on Primary Market Liquidity: A Natural Experiment in Peer-to-Peer Lending,N/A
 Greg Golden,The Effect of Secondary Market Liquidity on Primary Market Liquidity: A Natural Experiment in Peer-to-Peer Lending,N/A
 Greg Golden,Two Thumbs Up: An Excel-Based'Movie'to Teach Term Structure Dynamics,N/A
 Greg Golden,"News Events, Information Acquisition, and Serial Correlation",The Journal of Business
 Greg Golden,"Risk Aversion, Liquidity, and Endogenous Short Horizons",The Review of Financial Studies
 Xin Xu,Associate Editors-in-Chief,IEEE Pervasive Computing
 Xin Xu,Supplementary Information Histology and postural change during the growth of the ceratopsian dinosaur Psittacosaurus lujiatunensis,Nature communications
 Xin Xu,"Correction for “Heterochronic truncation of odontogenesis in theropod dinosaurs provides insight into the macroevolution of avian beaks,” by Shuo Wang, Josef Stiegler, Ping Wu …",Proceedings of the National Academy of Sciences
 Xin Xu,Supplementary information to A new troodontid dinosaur from China with avian-like sleeping-posture,N/A
 Xin Xu,Supplemental Information Mid-Mesozoic Flea-like Ectoparasites of Feathered or Haired Vertebrates,N/A
 Michael Hensel,"COMBINATION OF SALMONELLA-BASED ORAL VACCINE TO SURVIVIN WITH NKT CELL LIGAND, GSL-1 IS EFFECTIVE IN THE DBT MURINE GLIOMA MODEL",NEURO-ONCOLOGY
 Michael Hensel,"Pathogenicity islands in bacterial pathogenesis (vol 17, pg 14, 2004)",Clinical microbiology reviews
 Michael Hensel,Pathogenicity Islands and Bacterial Virulence,Molecular Paradigms of Infectious Disease
 Michael Hensel,Virulence genes from Salmonella typhimurium,Indian Journal of Medical Research
 Michael Hensel,"Identifizierung von Virulenz-assoziierten Genen durch"" Signature-tagged Mutagenesis"" und Charakterisierung einer neuen Pathogenitätsinsel in Salmonella typhimurium",N/A
 Yong-Hua Hu,Corrosion behaviors of carbon steel induced by life activities of Phaeodactylum tricornutum in a marine environment,Materials and Corrosion
 Yong-Hua Hu,Effect of Aggressive Substance on the Nature of Corrosion Scales Formation on Super 13Cr Stainless Steel in Formate Completion Fluid,N/A
 Yong-Hua Hu,Comparison of corrosion behavior of P110 and P110-3Cr low-alloy steel in supercritical CO2-saturated brine and water-saturated supercritical CO2 environments,N/A
 Yong-Hua Hu,Comparison of corrosion products/scales on X65 carbon steel in a NaCl solution and a complex brine at different CO2 partial pressures,N/A
 Yong-Hua Hu,Localized and general corrosion characteristics of carbon steel in H2S environments,CORROSION 2019
 Li Sun,Combined alignments of sequences and domains characterize unknown proteins with remotely related protein search PSISearch2D,Database
 Li Sun,ExprAlign-the identification of ESTs in non-model species by alignment of cDNA microarray expression profiles,BMC genomics
 Li Sun,piRPheno: A manually curated database to prioritize and analyze human disease related piRNAs,bioRxiv
 Li Sun,Large-scale transcript screening approaches to understanding the mechanisms of thermal plasticity in fish,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY
 Li Sun,Society for Experimental Biology Annual Main Meeting,N/A
 Juan C. Jime_nez,PRODUCT ANALYSIS FROM D20 ELECTROLYSIS WITH PALLADIUM AND TITANIUM CATHODES,N/A
 Juan C. Jime_nez,Diradicals and their Driving Forces,N/A
 Juan C. Jime_nez,The role of hydrogen species on the mechanism of cementation in acidic media,N/A
 Juan C. Jime_nez,Protected article Preparation of YBCO on YSZ Layers Deposited on Silicon and Sapphire by MOCVD: Influence of the Intermediate Layer on the Quality of the Superconducting Film,Le Journal de Physique IV
 Juan C. Jime_nez,www. rsc. org/chemicalscience,Chemical Science
 Sergio A. �lvarez,Contribution of the twin-arginine translocation system to the intracellular survival of Salmonella Typhimurium in Dictyostelium discoideum,Frontiers in microbiology
 Sergio A. �lvarez,Fluorescence enzymatic assay for bacterial polyphosphate kinase 1 (PPK1) as a platform for screening antivirulence molecules,Infection and Drug Resistance
 Sergio A. �lvarez,Novel Template Plasmids pCyaA’-Kan and pCyaA’-Cam for Generation of Unmarked Chromosomal cyaA’Translational Fusion to T3SS Effectors in Salmonella,Microorganisms
 Sergio A. �lvarez,The type Vi secretion systems encoded in Salmonella pathogenicity islands Spi-6 and Spi-19 contribute to intestinal colonization of chickens and systemic spread bysalmonella …,Infection and immunity
 Sergio A. �lvarez,"Polyphosphates, polyphosphate kinase activity and ppk gene in the extremophilic bacterium Acidithiobacilus ferroxidans ATCC 19859",N/A
 Francisca Contreras,Desarrollo de aplicaciones Domóticas dirigido por modelos,N/A
 Francisca Contreras,Introducing Safety Requirements Traceability Support in Model-Driven Development of Robotic Applications,IEEE Transactions on Computers
 Francisca Contreras,Contenido del Artículo: RESUMEN,Investigación y Educación en Enfermería
 Francisca Contreras,INVITED SPEAKERS KEYNOTE SPEAKERS,Journal of Women's Health
 Francisca Contreras,PaDA: Patrón de Distribución con Aspectos,N/A
 Carlos A. Santiviago,Novel Template Plasmids pCyaA’-Kan and pCyaA’-Cam for Generation of Unmarked Chromosomal cyaA’ Translational Fusion to T3SS Effectors in Salmonella,Microorganisms
 Carlos A. Santiviago,Mucosal immunization of BALB/c mice with DNA vaccines encoding the SEN1002 and SEN1395 open reading frames of Salmonella enterica serovar Enteritidis induces protective immunity,Epidemiology & Infection
 Carlos A. Santiviago,The type VI secretion systems encoded in Salmonella pathogenicity islands SPI-6 and SPI-19 contribute to intestinal colonization of chickens and systemic spread by Salmonella …,Infection and immunity
 Carlos A. Santiviago,Bioinformatic and experimental characterization of SEN1998: a conserved gene carried by the Enterobacteriaceae-associated ROD21-like family of genomic islands,Scientific reports
 Carlos A. Santiviago,Identification of Type VI Secretion Systems Effector Proteins That Contribute to Interbacterial Competition in Salmonella Dublin,Frontiers in Microbiology
 Xin Deng,"Correction for Zhang et al.,“Pseudomonas aeruginosa Regulatory Protein AnvM Controls Pathogenicity in Anaerobic Environments and Impacts Host Defense”",MBio
 Xin Deng,Correction: DNA Repair Interacts with Autophagy To Regulate Inflammatory Responses to Pulmonary Hyperoxia,The Journal of Immunology
 Xin Deng,"DNA repair interacts with autophagy to regulate inflammatory responses to pulmonary hyperoxia (vol 198, pg 2844, 2017)",The Journal of Immunology
 Xin Deng,"Comment on"" DNA Repair Interacts with Autophagy To Regulate Inflammatory Responses to Pulmonary Hyperoxia"" Response",The Journal of Immunology
 Xin Deng,"Response to Comment on"" DNA Repair Interacts with Autophagy To Regulate Inflammatory Responses to Pulmonary Hyperoxia""","Journal of immunology (Baltimore, Md.: 1950)"
 Chuan He,Structural basis of enzymatic benzene ring reduction,Nature chemical biology
 Chuan He,"Lan Jiang, Ph. D.",Progress in polymer science
 Chuan He,您正在访问: 人气: 2,N/A
 Chuan He,The Graduate Program in Biophysical Sciences,N/A
 Chuan He,Supporting Information To Engineered Holliday Junctions as Single-Molecule Reporters for Protein-DNA Interactions with Application to a MerR-family Regulator,Journal of the American Chemical Society
 Min Wu,MEMS-BASED STORAGE,ACM SIGARCH Computer Architecture News
 Min Wu,International Journal Devoted to Research and Development of Physical and Chemical Transducers,N/A
 Min Wu,Monolithic colliding pulse mode-locked semiconductor lasers,Quantum and Semiclassical Optics: Journal of the European Optical Society Part B
 Min Wu,Optoelectronic Tweezers for Cell and Nanoparticle Manipulation,N/A
 Min Wu,Large-scale silicon photonic switches with movable directional couplers: supplementary material,N/A
 Dennise deJesus,"Lima Bendezu, Maria 80 Martín del Campo Aceves, I. 94",N/A
 Dennise deJesus,Design and Evaluation of a Dashboard for the Analysis of Learner Behavior and Prediction of Dropout in Moodle......................................................... 1 Bryan …,N/A
 Dennise deJesus,Repositorio portable para objetos de aprendizaje para escuelas sin conexión a internet,N/A
 Dennise deJesus,Búsqueda de Reglas de Asociación para la Predicción de Terremotos Searching for Association Rules to Forecast Earthquakes,N/A
 Dennise deJesus,Kusa-yupaq: Aplicación móvil para mejorar el inventario de bienes patrimoniales,N/A
 Tingting Liu,Optimization of Key Processing Parameters for Preparation of Corn Cyclo (His-Pro) by High Temperature/High Pressure Method,N/A
 Tingting Liu,Optimization of High Pressure/Temperature Assisted Synthesis of Cyclo (His-Pro),N/A
 Tingting Liu,What influence residents’ willingness towards “Internet+” recycling behaviour,N/A
 Tingting Liu,Improved SC-FDE System and its Performance Analysis in Aeronautical Channels,N/A
 Tingting Liu,SC-FDE System Based on Turbo Channels Encoding,N/A
 Li Yu,"A 400Msample/s, 8-bit, CMOS Folding and Interpolating Analog-to-Digital Converter",N/A
 Li Yu,Visible light photocatalysis: TiO 2 sensitized by WS 2 and MoS 2,Langmuir
 Li Yu,Fabrication of Nanomaterials for Energy and Environmental Applications,Nanomaterials
 Li Yu,Redox-Responsive Controlled Gene Transfection Based on Polymer-Conjugated Magnetic Nanoparticles,N/A
 Li Yu,DIRECT SONOCHEMICAL PREPARATION OF HIGHLY PHOTOACTIVE MESOPOROUS TITANIUM DIOXIDE WITH A BICRYSTALLINE FRAMEWORK,N/A
 Qing Li,基于 PSO 优化的 HAPC 系统自抗扰控制器,N/A
 Qing Li,A RESEARCH OF ADOLESCENTS’EXPERIENCE OF CYBER-HARASSMENT,Journal of educational computing research
 Qing Li,C REVIEWS,The Lancet
 Qing Li,Search journal,International Journal of Hospitality Management
 Qing Li,Ultrahigh-Sensitivity Fiber Acoustic Sensor With a Dual Cladding Modes Fiber Up-Taper Interferometer.............,IEEE Photonics Technology Letters
 Lili Liu,Primary structure and expression of a chicken laminin β chain: Evidence for four β chains in birds,N/A
 Lili Liu,Genomic structure and chromosomal location of a novel extracellular matrix protein from mammalian vitreous,Investigative Ophthalmology & Visual Science
 Lili Liu,"Addition of ramucirumab or merestinib to standard first-line chemotherapy for locally advanced or metastatic biliary tract cancer: a randomised, double-blind, multicentre …",N/A
 Lili Liu,"NUCLEIC ACIDS, PROTEIN SYNTHESIS, AND MOLECULAR GENETICS-Complete sequence of the 23-kilobase human COL9A3 gene. Detection of Gly-XY triplet deletions that represent neutral …",Journal of Biological Chemistry
 Min Sun,HWISE-2012 Reviewer List,N/A
 Min Sun,Single-Port Laparoscopic Left Hemihepatectomy for Hepatocellular Carcinoma with Liver Cirrhosis,N/A
 Min Sun,Л 肝癌切除术中输血与患者预后关系的探讨,N/A
 Min Sun,NANOFLUIDS CONTAINING CARBON-COATED IRON NANOPARTICLES AND ITS APPLIED RESEARCH IN RADIOFREQUENCY ABLATION,N/A
 Min Sun,"Kagawa, Y. 36 Kakazey, M. 111 Kalidindi, SR 95 Kamp, N. 241",Jia
 Wenyang Dong,Characterization and complete genome sequence analysis of Staphylococcus aureus bacteriophage JS01,Virus Genes
 Wenyang Dong,Comparative genetic analyses provide clues about capsule switching in Streptococcus suis 2 strains with different virulence levels and genetic backgrounds,Microbiological Research
 Wenyang Dong,"CrfP, a fratricide protein, contributes to natural transformation in Streptococcus suis",Veterinary research
 Wenyang Dong,Comparative genomic analyses provide clues to capsule switch in Streptococcus suis,bioRxiv
 Wenyang Dong,A novel variant serotype of Streptococcus suis from the piglets caused meningitis,Applied and environmental microbiology
 Zihao Pan,"Stigma, discrimination, and hate crimes in Chinese-speaking world amid COVID-19 pandemic",Asian journal of criminology
 Wei Zhang,Supplemental material to:“Nonlinear modeling of protein expressions in protein arrays”,N/A
 Wei Zhang,Microarray Production: Quality of DNA and Printing,Applied microbiology and biotechnology
 Wei Zhang,Scanners and Data Acquisition,Applied Sciences
 Wei Zhang,Quality Control in Data Analysis,N/A
 Wei Zhang,Transcriptome and Small RNA Deep Sequencing Reveals Deregulation of,The Journal of pathology
 N. Ohashi,"J. Sol-Gel Sci. Tech. J. Sol-Gel Sci. Tech. 2, 457, 1994",Journal of Sol-Gel Science and Technology
 N. Ohashi,KTB,Journal of Geophysical Research: Solid Earth
 N. Ohashi,"Proc. 10th IEEE Int. Symp. Appl. Ferroelectr. Proc. 10th IEEE Int. Symp. Appl. Ferroelectr. 193, 1996",N/A
 N. Ohashi,"J. Sol-Gel Sci. Tech. J. Sol-Gel Sci. Tech. 5, 185, 1995",Chemistry of materials
 N. Ohashi,"J. Europ. Ceram. Soc. J. Europ. Ceram. Soc. 19, 999, 1999",N/A
 Y. Rikihisa,Anaplasma phagocytophila Effects of,Veterinary parasitology
 Y. Rikihisa,Comparison of Two Recombinant Major,Clinical Diagnostic Laboratory Immunology
 Y. Rikihisa,Ehrlichia canis Tick Acquisition of,Veterinary parasitology
 Y. Rikihisa,Identification of 19 Polymorphic Major,N/A
 Y. Rikihisa,Ticks and Tick-Borne Pathogens,Frontiers in cellular and infection microbiology
 Amanda Savoie,Canadian Museum of Nature,Journal of the American Institute for Conservation
 Amanda Savoie,Molecular and morphological data reveal hidden diversity in common North American Frustulia species (Amphipleuraceae),Diatom Research
 Amanda Savoie,ESTABLISHING SPECIES LIMITS AND PHYLOGENETIC RELATIONSHIPS FOR NORTHWEST ATLANTIC POLYSIPHONIA (RHODOPHYTA) USING AN INTEGRATED TAXONOMIC APPROACH,JOURNAL OF PHYCOLOGY
 Amanda Savoie,Kelp in the Eastern Canadian Arctic: current and future predictions of habitat suitability and cover,Frontiers in Marine Science
 Amanda Savoie,"Species diversity and phylogenetic relationships within the family Rhodomelaceae (Ceramiales, Rhodophyta) in Canada",N/A
 Hiroshi Asakura,SU‐FF‐J‐47: Determination of Internal Target Volume Reconstruction Algorithm Beyond the Time Dimension Using Second Model of a 256‐Slice CT,Medical Physics
 Hiroshi Asakura,SU‐FF‐J‐23: Improved Temporal Resolution by Respiratory Gated Segment Reconstruction: Towards Four‐Dimensional (4D) Radiation Therapy for Heavy Ion Beams Using the 256‐Detector …,Medical Physics
 Hiroshi Asakura,Clinical utility of the probability of uncomplicated local control (PULC) in heavy ion radiotherapy,N/A
