author,title,publish_place
 Hong-Tao Xu,HIV-1 recombinant reverse transcriptase enzymes containing the G190A and Y181C resistance mutations remain sensitive to etravirine,Antimicrobial Agents and Chemotherapy
 Hong-Tao Xu,Comparative Biochemical Analysis of HIV-1 Subtype B and C Integrases.,N/A
 Hong-Tao Xu,Research on Fault Detection Technology of Missile Equipment PCB [J],N/A
 Chen Zhao,12th IEEE Nanotechnology Materials and Devices Conference,N/A
 Chen Zhao,Fetal Mesenchymal Stem Cell Extracellular Matrix Improves Ex-Vivo Expansion Of Adult Mesenchymal Stem Cells,N/A
 Chen Zhao,SUB-MICRON PATTERNING TITANIUM NITRIDE BY FOCUSED ION-BEAM,N/A
 Chen Zhao,"1 An Untethered, Electrostatic, Globally Controllable MEMS Micro-Robot BR Donald, CG Levey, CD McGray, I. Paprotny, and D. Rus 16 Latching Micromagnetic Optical Switch Z. Huang …",N/A
 Chen Zhao,Materials science communications,Macromolecular Rapid Communications
 Akemi Sato,CALCIUM EFFECTS ON APLYSIA MEMBRANE POTENTIALS,N/A
 Akemi Sato,A CASE OF OSTEOMALACIA SIMULATING SPINA VENTOSA,N/A
 Akemi Sato,COMPARATIVE STUDY OF D-CELLS+ H-CELLS IN APLYSIA WITH RESPECT TO K+ DEPOLARIZATION,N/A
 Akemi Sato,ELECTRICAL ACTIVITY OF A MAMMALIAN SPINAL GANGLION CELL,N/A
 Akemi Sato,"Nw, rmole fraction of H20 right",N/A
 Takashi Hisatomi,Low-Cost Roll-Press Fabricated Particulate Photocatalyst Sheets Based on Metal Substrates for Large-Area Pure-Water Splitting Under Visible Light,N/A
 Takashi Hisatomi,Particulate photocatalysts and their reaction systems for large-scale solar hydrogen production by water splitting,N/A
 Takashi Hisatomi,Electronic Supplementary Information (ESI) for: Overall Water Splitting by Photoelectrochemical Cells Consisting of (ZnSe) 0.85 (CuIn0. 7Ga0. 3Se2) 0.15 Photocathodes and BiVO4 …,N/A
 Takashi Hisatomi,Growth of rod-like Ta3N5 single crystal on KTaO3 towards visible-light-driven overall water splitting,N/A
 Takashi Hisatomi,Data for article: Understanding the Visible-light Photocatalytic Activity of GaN: ZnO Solid Solution: the Role of Rh2-yCryO3 Cocatalyst and Charge Carrier Lifetimes Over Tens …,Chemical science
 Toshimi Sato,3-D strong motion simulation in the Sendai basin during the 1998 Miyagiken-Nanbu earthquake using a FDM with variable grid spacing,N/A
 Toshimi Sato,2005 年福岡県西方沖の地震での福岡市中心部の観測強震記録に対する表層地盤増幅の影響-警固断層沿いの段差構造に着目して,N/A
 Toshimi Sato,1999 年台湾集集地震の震源域における臨時地震観測,N/A
 Toshimi Sato,台中盆地とその周辺での微動観測記録を用いた地下構造の推定,N/A
 Toshimi Sato,地震動予測地図のための宮城県沖地震の断層モデルの改良,N/A
 Onur Tokgun,MYC Meme Kanserinde Mitokondriyal miRNA’ların İfadesini Düzenler,N/A
 Onur Tokgun,Ailesel akdeniz ateşi ön tanılı hastalarda MEFV mutasyonlarının gerçek zamanlı polimeraz zincir reaksiyonu ve yeni nesil dizileme ile karşılaştırmalı analizi-tek merkez deneyimi,Pamukkale Tıp Dergisi
 Onur Tokgun,Recent Applications For The Diagnosis of Echinoccus Granulosus: A Review For New Approaches,N/A
 Onur Tokgun,Their Antitumor Activity Through Induction of p53-Mediated Apoptosis on Human Breast Cancer Cell Line MCF-7 Cells,N/A
 Onur Tokgun,Mesane kanserlerinde gen mutasyonları,N/A
 Junichi Soh,Impact of EGFR and HER-2 gene status on Japanese non-small-cell lung cancer patients treated with gefitinib,N/A
 Junichi Soh,Homozygous deletions of p16 gene and inactivation of p16 expression in Japanese malignant pleural mesothelioma,N/A
 Junichi Soh,A case of strangulated ileus due to intramesosigmoid hernia,Nihon Rinsho Geka Gakkai Zasshi (Journal of Japan Surgical Association)
 Junichi Soh,"Published Ahead-of-Print-Last Updated: November 21, 2020",N/A
 Junichi Soh,"Published Ahead-of-Print-Last Updated: November 11, 2020",N/A
 Masashi Furukawa,Usefulness of sensitive digital PCR assay to quantify microRNA-34b/c methylation in the circulating serum DNA of malignant mesothelioma patients,N/A
 Masashi Furukawa,PS-109-6 REIC/Dickkopf-3 shows anti-proliferative effect for non-small cell lung cancer cells with negative phosphorylated-Akt status,N/A
 Masashi Furukawa,"Spontaneous regression of cancer Spontaneous regression of cancer, 1966",Acta oncologica
 Masashi Furukawa,Localized extraosseous Ewing’s sarcoma of the chest wall resected by video-assisted thoracoscopic surgery,N/A
 Kazunori Tsukuda,Treatment of 11 cases of pulmonary arteriovenous fistula,N/A
 Kazunori Tsukuda,vi Contents continued,N/A
 Kazunori Tsukuda,"Antitumor effect of afatinib, as a HER2-targeted therapy, in lung",Cancer Science
 Kazunori Tsukuda,Epigenetic silencing of microRNA-34b/c plays an important role in the,N/A
 Kazunori Tsukuda,"Tumor-suppressive effect of LRIG1, a negative regulator of ErbB, in non-small cell",Carcinogenesis
 Weili Zhou,Longer rest intervals do not attenuate the superior effects of accumulated exercise on arterial stiffness,N/A
 Weili Zhou,Acute effects of pedaling cadence at low intensity on arterial stiffness in healthy young men,International Journal of Sports Medicine
 Weili Zhou,Acute effects of low-volume intermittent versus higher-volume continuous exercise on arterial stiffness in healthy young men,Scientific Reports
 Weili Zhou,"Less Exercise but Greater Arterial Stiffness Response: Low-intensity Accumulated versus Moderate-intensity Continuous Cycling: 3655 Board# 94 June 4, 9: 30 AM-11: 00 AM",N/A
 Weili Zhou,"Effects of Acute Intermittent Exercise at Low-intensity: Arterial Stiffness Reduction following Each Shorter Exercise Session1268 Board# 8 May 29, 800 AM-930 AM",N/A
 S. Lisi,Signatura: BR0104139.,N/A
 S. Lisi,NEW BIOCHEMICAL APPROACHES TO IMPROVE HATCHERY PRODUCTION,N/A
 S. Lisi,do bagaço de Maçã,Food Science and Technology
 S. Lisi,Química e Bioquímica dos Metabólitos,"Efeito do déficit hídrico em características químicas e bioquímicas da soja e na degradação da clorofila, com ênfase na formação de metabolitos incolores"
 S. Lisi,Rapid Quantification of in Fermented Food and Chromatography,N/A
 D. Castellana,"REST, THE TRANSCRIPTION REPRESSOR THAT GOVERNS NEUROSECRETION, APPEARS TO HAVE A ROLE ALSO IN THE EXPRESSION OF GLIOSECRETION",N/A
 D. Castellana,Expression of Dense-core Vesicles and of Their Exocytosis Are Governed by the,N/A
 D. Castellana,251 Blessings in disguise: biological benefits of prion-like mechanisms,N/A
 D. Castellana,Supplementary Materials: Ramucirumab and GSK1838705A Enhance the Inhibitory Effects of Low Concentration Sorafenib and Regorafenib Combination on HCC Cell Growth and Motility,Cancers
 D. Castellana,Differential repression by the transcription factor REST/NRSF of the various Ca2+ signalling mechanisms in...,N/A
 M. D'Amore,Status homophily in negative strategic interactions,N/A
 M. D'Amore,Families in corporate venture capital,N/A
 M. D'Amore,The relationship between entrepreneurial optimism and business recovery during the COVID-19 pandemic,South Asian Journal of Social Studies and Economics
 M. D'Amore,The role of family ownership in alliance formation,N/A
 M. D'Amore,The dual role of leadership in shaping organizational transparency,American Economic Review
 S. Caprio,Switch control circuit and converter including the same,N/A
 S. Caprio,Wireless power transfer system,N/A
 S. Caprio,Phase-cut pre-regulator and power supply comprising the same,N/A
 S. Caprio,Power supply apparatus and driving method thereof,N/A
 S. Caprio,"Switch control method, switch controller, and converter comprising the switch controller",N/A
 A. Scagliusi,"Exact renormalization group, entanglement entropy, and black hole entropy",Physical Review D
 A. Scagliusi,Relativistic spring-mass system,arXiv preprint arXiv:1810.13365
 A. Scagliusi,Instability of nonminimally coupled scalar fields in the spacetime of thin charged shells,Physical Review D
 A. Scagliusi,Burst of particles from the falling asleep of the vacuum (or Tachyonic instability in relativistic stars),N/A
 A. Scagliusi,Sudden death of entanglement and the dynamics of classical and quantum correlations in the vicinity of a black hole,N/A
 M.A. Panaro,"INTERVENTION OF IL-4, IL-5 AND IL-6 IN THE PHAGOCYTOSIS OF LEISHMANIA-INFANTUM",N/A
 M.A. Panaro,Polymorphonuclear cell and inflammatory cytokine release in Trichomonas vaginalis-infected women,N/A
 M.A. Panaro,"D. BISHOP-BAILEY, London, UK J. BOCKAERT, Montpellier, France G. CALO’, Ferrara, Italy WA CATTERALL, Seattle, USA SLF CHAN, Nottingham, UK",N/A
 M.A. Panaro,S2 Consultants Alexander et al,British journal of pharmacology
 M.A. Panaro,Neuroprotective effects of Resveratrol in an MPTP mouse model of Parkinson's-like disease: possible role of SOCS-1 in reducing pro-inflammatory responses.,Innate immunity
 Dan Caspi,Compuestos antivirales,Boletín de la Sociedad Chilena de Química
 Dan Caspi,"Compuestos antivirales eficaces para inhibir la replicación del virus de la hepatitis c ("" hcv""), procesos, composiciones, y métodos relacionados",N/A
 Dan Caspi,Synthesis of (-)-Dragmacidin F,Journal of the American Chemical Society
 Dan Caspi,Recent Advances in Enantiodivergent Strategies,Journal of the American Chemical Society
 Dan Caspi,Supporting Information Kinetic Modeling of the Nickel-Catalyzed Esterification of Amides,N/A
 David Naor,CHEMICAL APPROACHES TO THE CELL RECEPTOR PROBLEM,N/A
 David Naor,"This book, written by the Editors in collaboration, originates from the experience and insights in the Lautenberg Centre for General and Tumour Immunology, of the Hebrew …",N/A
 David Naor,Anti-interleukin 2 receptor antibody,The American journal of gastroenterology
 David Naor,Onchocerca volvulus keratitis (river blindness) is exacerbated in BALB/c IL-4 gene knockout,N/A
 David Naor,"Receptor activation by antigens, cytokines, hormones, and growth factors(Orlando FL, October 21-25, 1994)",N/A
 Bin Ma,PEAKS: A Powerful Software Tool for the De Novo Sequencing of Peptides from MS/MS Data,N/A
 Bin Ma,Search for the Undiscovered Peptide,BioTechniques
 Bin Ma,Peptide sequence reconstruction from de novo sequences and their homologues,PEAKS
 Bin Ma,A Robust and Effective Strategy for Combining Results of Multiple Peptide Identification Engines,N/A
 Bin Ma,Software for Determining Software for Determining Glycan Glycan Structures from MS/MS Spectra and Structural Alignment Structures from MS/MS Spectra and Structural Alignment,N/A
 Peng Zhao,Total-factor Energy Efficiency with CO2 Emission: A Study Based on Pollution Generation and Abatement Process,N/A
 Peng Zhao,Energy Policy's New Editorial Leadership,N/A
 Peng Zhao,效率视角下的中国节能减排问题研究,N/A
 Peng Zhao,Optimizing the Provincial Target Allocation Scheme of Renewable Portfolio Standards in China,N/A
 Peng Zhao,Online Appendixes for Decomposing aggregate CO2 emission changes with heterogeneity: An extended production-theoretical approach,The Energy Journal
 Ningwen Tai,B cell depletion-a double-edged sword (123.18),N/A
 Ningwen Tai,The Dual Effects of B Cell Depletion on,The Journal of Immunology
 Ningwen Tai,Cross Talk Between Pathogenic CD4+ T Cells and B Cells,N/A
 Ningwen Tai,The 3’-untranslated region of human dihydrofolate reductase mRNA functions as a cis-acting translational enhancer element,N/A
 Li Chen,"Agents Cirad, auteurs de cette publication",N/A
 Li Chen,Papers by Tracks,"Journal of Accounting, Auditing & Finance"
 Li Chen,A FAST TRACKING PARAMETRIC ALGORITHM FOR POWER SYSTEM HARMONICS,N/A
 Li Chen,LABORATORY-BASED METHODOLOGY FOR TEACHING REAL-TIME DIGITAL CONTROLLER,N/A
 Li Chen,A Laboratory Experiment and Computer Simulation of Harmonic Distortion and Voltage Notching caused by Static Converters,N/A
 F. Susan Wong,Natural protection from type 1 diabetes in Non Obese Diabetic (NOD) mice is characterised by a unique pancreatic islet phenotype,N/A
 F. Susan Wong,"Feature Review 831 Linking the Microbiota, Chronic Disease, and the Immune System",N/A
 F. Susan Wong,Diabetes OD> Diabetes Pathogenesis> T1DM> Autoimmunity> Defects in Self-Tolerance> Autoreactive B Cells> Animal Models> NOD Mouse> Journal Article,N/A
 F. Susan Wong,Anti-CD3 treatment upregulates PD-1 expression on activated effector T cells and severely impairs their inflammatory capacity,N/A
 F. Susan Wong,269 ERR: a metabolic function for the oldest orphan 277 KATP-channels and glucose-regulated glucagon secretion,N/A
 Li Wen,"Human adaptive evolution at Myostatin, a regulator of muscle growth",N/A
 Li Wen,0 iiP,N/A
 Li Wen,THEORETICAL POPULATION,N/A
 Li Wen,THEORETICAL POPULATION BIOLOGY,Philosophy of Science
 Li Wen,Palindrome Patterns in the Human Genome,N/A
 Sandra Reuter,First report of invasive liver abscess syndrome with endophthalmitis caused by a K2 serotype ST2398,N/A
 Sandra Reuter,Pathogen hide-and-'seq',Nature Reviews Microbiology
 Sandra Reuter,Back to the future!,Political Analysis
 Sandra Reuter,"‘Add, stir and reduce’: The Yersiniae as model bacteria for the evolution of mammalian pathogens",N/A
 Sandra Reuter,A combined genomic and proteomic time-lapse movie of sequential Staphylococcus aureus isolates from a patient and his successive female partners,BACTERIAL FINGERPRINTS ACROSS EUROPE
 Alexander Volkov,"Contz, P 77",N/A
 Alexander Volkov,Mechano-perception: Thermodynamics of Mechanosensitive Ion Channels,N/A
 Alexander Volkov,Negative Adsorption and Surface Potential at the Air/Water Interface in the Presence of Electrolytes,N/A
 Alexander Volkov,"Amos, A. T. 323 Bartynski, RA 155 Bonzel, HP 287",N/A
 Alexander Volkov,"List of Contents, Volume 53, 1996",Canadian Journal of Fisheries and Aquatic Sciences
 Yehuda Shoenfeld,Antiphospholipid Syndrome and Antibodies,Nature Reviews Rheumatology
 Yehuda Shoenfeld,Autoimmune aspects of atherosclerosis,N/A
 Yehuda Shoenfeld,IMPACT FACTOR,Current contents
 Yehuda Shoenfeld,The Mosaic of Autoimmunity A Classical Case of Inhalation of a Polyclonal Activating Factor in a Genetically and Hormonally Susceptible Patient Leading to Multiple Autoimmune …,N/A
 Yehuda Shoenfeld,Autoimmunity Diseases of the Skin,N/A
 Hui Gong,"Syntheses, structures, and properties of [Mn4O2] 8+-and [Mn4O3X] 6+-containing complexes with predominantly oxygen ligation",N/A
 Hui Gong,THE EFFECT OF THE COUNTERION ON THE MAGNETIC-PROPERTIES OF [MN12O12 (O2CPH) 16 (H2O) 4]-,N/A
 Hui Gong,"REACTIVITY OF MN4O2 (O2CME) 6 (PY) 2 (DBM) 2 WITH HALIDES-SYNTHESIS AND CHARACTERIZATION OF MN/O/RCO2-COMPLEXES WITH [MN4O3X] 6+(X= CL, BR) AND [MN7O4] 14+ CORES",N/A
 Hui Gong,"Molecules: 2, 6-Di-terr-butylindoanilines",N/A
 Hui Gong,RELAXATION BEHAVIOR OF A DODECANUCLEAR MANGANESE AGGREGATE IN TWO OXIDATION STATES,N/A
 Jin-Woo Cho,Si 과 SiO₂ 나노콘 기판 위에 놓인 MoS₂ 단일층의 광특성 연구,N/A
 Jin-Woo Cho,Optical Tunneling Based Radiative Cooling,N/A
 Jin-Woo Cho,Ultrathin Metal Based Mid-Infrared Emitters for High-Temperature Radiative Cooling,Specialty Optical Fibers
 Jin-Woo Cho,100 nm 이하 두께 SiO₂ 층을 갖는 Si 기판 위에 놓인 MoS₂ 단일층의 광특성 연구,N/A
 Jin-Woo Cho,넓은 파장 영역 광포획 특성을 갖는 Si 나노구조를 이용한 MoS₂ 의 광특성 제어,N/A
 Sang-Cheol Kim,"Exome Chip Analysis of 14,026 Koreans Reve-als Known and Newly Discovered Genetic Loci Associated with Type 2 Diabetes Mellitus",Diabetes & metabolism journal
 Sang-Cheol Kim,Inference of kinship coefficients from Korean SNP genotyping data,BMB reports
 Sang-Cheol Kim,Gene expression profiling identifies Akt as a target for radiosensitization in gastric cancer cells,Frontiers in oncology
 Sang-Cheol Kim,Identification of Differentially Expressed Genes Using Tests Based on Multiple Imputations,N/A
 Sang-Cheol Kim,RAN-aCGH: R GUI tools for analysis and visualization of an array-CGH experiment,Genomics & Informatics
 Sun-Kyung Lee,Writing in The Air: Unconstrained Text Recognition from Finger Movement Using Spatio-Temporal Convolution,arXiv preprint arXiv:2104.09021
 Sun-Kyung Lee,ChangeSim: Towards End-to-End Online Scene Change Detection in Industrial Indoor Environments,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
 Sun-Kyung Lee,Bald-vae: Generative active learning based on the uncertainties of both labeled and unlabeled data,2019 7th International Conference on Robot Intelligence Technology and Applications (RiTA)
 Sun-Kyung Lee,Air-Text: Air-Writing and Recognition System,N/A
 Marina D�Isanto,Processos catalíticos de geração de biodiesel a partir de óleo de fritura e etanol,N/A
 Marina D�Isanto,AVALIAÇÃO DA ATIVIDADE ANTIOXIDANTE DE FRAÇÕES POLISSACARÍDICAS SULFATAS DE ALGAS MARINHAS,N/A
 Marina D�Isanto,OBTENÇÃO E PARCIAL CARACTERIZAÇÃO DE FRAÇÕES POLISSACARÍDICAS SULFATADAS DE ALGAS MARINHAS,N/A
 Marina D�Isanto,Influência de Diferentes Fontes de Carbono e Nitrogênio na Produção de Penicilina G Acilase por Bacillus megaterium ATCC 14945,N/A
 Marina D�Isanto,Requerimentos Nutricionais na Produção de Penicilina G Acilase por Bacillus megaterium ATCC 14945: O Papel do Soro de Queijo,N/A
 Emilia Galdiero,Hygenic quality of buffalo mozzarella cheese from Campania: survival and invasive capacity of Listeria monocytogenes,N/A
 Emilia Galdiero,Polymicrobial antibiofilm activity of the membranotropic peptide gH625 and its analogue,Microbial pathogenesis
 Emilia Galdiero,"Frey, B., see Hiller, B.(115) 151 Fritze, D., see Rainey, FA (115) 205",N/A
 Emilia Galdiero,Porins and Lipopolysaccharide Induce,Clinical Diagnostic Laboratory Immunology
 Geun-Shik Lee,ABSTRACTS FOR POSTER PRESENTATION-Oocyte Activation-ELECTRICAL ACTIVATION WITH OR WITHOUT CHEMICAL ACTIVATION AS AN EFFICIENT METHOD FOR PARTHENOGENETIC ACTIVATION OF PIG OOCYTES,N/A
 Geun-Shik Lee,"Korean J. Vet. Clin. Med. Korean J. Vet. Clin. Med. 17, 6-12, 2000",N/A
 Geun-Shik Lee,Superovulation Treatment with PMSC and PC600 in Prepubertal Gilts,N/A
 Geun-Shik Lee,"Korean J. Lab. Anim. Sci. Korean J. Lab. Anim. Sci. 14, 93-96, 1998",N/A
 Geun-Shik Lee,Murine Î³Î´ T Cells Render B Cells Refractory to Commitment of IgA Isotype Switching,N/A
 Eui-Bae Jeung,Assessment of Developmental Toxicants using Human Embryonic Stem Cells.,Toxicological research
 Eui-Bae Jeung,The Mitochondrial Genome and Phylogenetic Relationships of Muong Lay Black Pig (Sus scrofa) in Vietnam,N/A
 Eui-Bae Jeung,Evaluation of Hemostatic Function with Thromboelastography in Dogs with Hypercoagulable Diseases,Journal of Veterinary Clinics
 Eui-Bae Jeung,"Prevalence of Canine Influenza Infection in Pet Dogs and Canine Parvovirus Infection in Street Dogs of Bangladesh··················· Md. Kumrul Hassan, Faizul Wasima Nahat …",Journal of Veterinary Clinics
 Eui-Bae Jeung,Biodegradation of Methoxychlor and Its Metabolites by the White Rot Fungus Stereum hirsutum Related to the Inactivation,N/A
 Yu-Hsiang Hsu,Performance Evaluation of Leader–Follower-Based Mobile Molecular Communication Networks for Target Detection,IEEE transactions on Communications
 Yu-Hsiang Hsu,Microfluidic Circulation for Biomedicine: from in vivo liquid biopsy to in vitro vascularized micro organs,N/A
 Yu-Hsiang Hsu,Fabrication of Aligned P (VDF-TrFE) Piezoelectric Nanofiber Bundles with Electrospinning Across Serrated Gaps,N/A
 Yu-Hsiang Hsu,SURFACE MORPHOLOGICAL CHANGES AS BIOMARKERS FOR DETECTING MALARIA INFECTED AVIAN ERYTHROCYTES,Cell
 Yu-Hsiang Hsu,Optimization and Characterization of RF Sputtered Piezoelectric Zinc Oxide Thin Film for Transducer Applications,Journal of Materials Science: Materials in Electronics
 Daisuke Tamada,Posterior subthalamic area deep brain stimulation for fragile X–associated tremor/Ataxia syndrome,N/A
 Daisuke Tamada,Sequence analysis of full-length cDNA of sex chromosome-linked novel gene 2d-2F9 in Gallus gallus,"Bioscience, biotechnology, and biochemistry"
 Daisuke Tamada,Genotype-phenotype correlation of Parkinson's disease with PRKN variants,N/A
 Daisuke Tamada,Application of iPS cell technology for NKT cell-targeted adjuvant therapy in mice,N/A
 Daisuke Tamada,Sort by: Sort direction,Physical review letters
 Tetsuya Yamamoto,"Mater. Res. Soc. Proc. Mater. Res. Soc. Proc. 426, 201, 1996",N/A
 Tetsuya Yamamoto,"Structural Principles in Inorganic Compounds Structural Principles in Inorganic Compounds, 1965",N/A
 Tetsuya Yamamoto,"Proc. 1996 Spring Meeting of Materials Research Society Proc. 1996 Spring Meeting of Materials Research Society 201, 1996",N/A
 Tetsuya Yamamoto,"Sol. Energy Mater Sol. Energy Mater 7, 225, 1982",N/A
 Tetsuya Yamamoto,"Proc. 18th Int. Conf. Defects in Semiconductors Proc. 18th Int. Conf. Defects in Semiconductors 1667, 1995",N/A
 Yoshihiko Chiba,Linear and Nonlinear Optical Methods for Multi-Gas and Multi-Parameter Sensing,N/A
 Yoshihiko Chiba,ポータブル飛行時間型質量分析計による匂いの多成分連続計測,N/A
 Yoshihiko Chiba,高速 VOCs 濃度計 MS-200 による土壌分析,N/A
 Yoshihiko Chiba,ポータブル質量分析計によるオンサイト VOC 測定,N/A
 Yoshihiko Chiba,"Supporting Information: The temperature of an optically trapped, rotating microparticle",N/A
 Martin H. Steinberg,Volume Contents: Volume 21 (2007),N/A
 Martin H. Steinberg,Erythrocyte Density and Heterogeneity,N/A
 Martin H. Steinberg,Acute Granulocytic Leukemia Complicating,N/A
 Martin H. Steinberg,"Seonmi Park, Andreia Gianotti-Sommer, Francisco Javier Molina-Estevez, Kim Vanuytsel, Nick Skvir, Amy Leung, Sarah S. Rozelle, Elmutaz Mohammed Shaikho, 4 Isabelle Weir, 5 …",N/A
 Martin H. Steinberg,Natural History of Disease: Adults,Journal of dental research
 Ying Xu,In Silico Investigation of Cancer Using Publicly Available Data,N/A
 Ying Xu,"Protein domain decomposition using a graph-theoretic approach (vol 16, pg 1091, 2000)",Bioinformatics
 Ying Xu,Protein threading using PROSPECT: Design and evaluation,"Proteins: Structure, Function, and Bioinformatics"
 Ying Xu,Better Approximation Algorithms for NMR Spectral Peak Assignment,N/A
 Ying Xu,Mapping of or-335 thologous genes in the context of biological pathways: An application of 336 integer programming,N/A
 Wei Li,3′ aQTL-atlas: an atlas of 3′ UTR alternative polyadenylation quantitative trait loci across human normal tissues,Nucleic acids research
 Wei Li,SNP rs4971059 predisposes to breast carcinogenesis and chemoresistance via TRIM46‐mediated HDAC1 degradation,The EMBO Journal
 Wei Li,3' utr crispr-dcas13 engineering system and methods of using same,N/A
 Wei Li,Computational analysis of alternative polyadenylation from standard RNA-seq and single-cell RNA-seq data,N/A
 Wei Li,Population-Scale Genetic Control of Alternative Polyadenylation and its Association with Human Diseases,N/A
 Xue Han,Non-invasive striatal delivery of glial derived neurotrophic factor (GDNF) via a novel heterotopic mucosal grafting technique,N/A
 Xue Han,Permeabilization of the Blood-Brain Barrier via Mucosal Engrafting: Implications for Drug,N/A
 Xue Han,Genetically encoded molecular tools for light-driven silencing of targeted neurons [Chapter 3],N/A
 Xue Han,Editor's Summary,Civil society and health: Contributions and potential
 Xue Han,Video-rate large-scale imaging with Multi-Z confocal microscopy: supplementary material,N/A
 Zhonghua Du,Computer modeling in predicting the bioactivity of human 5-lipoxygenase inhibitors,N/A
 Zhonghua Du,Computational models for the classification of mPGES-1 inhibitors with fingerprint descriptors,N/A
 Zhonghua Du,Structure-Activity Relationship Modeling and Experimental Validation of the Imidazolium and Pyridinium Based Ionic Liquids as Potential Antibacterials of MDR Acinetobacter …,International journal of molecular sciences
 Zhonghua Du,What Features of Ligands Are Relevant to the Opening of Cryptic Pockets in Drug Targets?,Informatics
 Zhonghua Du,Anti-MRSA drug discovery by ligand-based virtual screening and biological evaluation,N/A
 Ola El Zein,Leptin inhibits the Na+/K+ ATPase in Caco-2 cells via PKC and p38MAPK,Cellular Signalling
 Ola El Zein,The appearance of a leptin effect on glucose absorption in Caco2 cells depends on their differentiation level,Cellular Physiology and Biochemistry
 Ola El Zein,Signaling pathway underlying the up-regulatory effect of TNF-α on the Na+/K+ ATPase in HepG2 cells,N/A
 Ola El Zein,International Open Access Week 2021: presentations and recordings,N/A
 Ola El Zein,Effect and mechanism of action of pine bark extract on glucose uptake by Caco‐2 cells,N/A
 Yuhao Sun,Application of combination weight and fuzzy optimization in UHV transmission mode evaluation,N/A
 Yuhao Sun,IEEE CASE 2010,IEEE transactions on intelligent transportation systems
 Yuhao Sun,Workshop/Tutorial,N/A
 Yuhao Sun,"Khaled El-Maleh, Qualcomm, USA Stefano Ferretti, Università di Bologna, Italy Michael Hartle, Darmstadt University of Technology, Germany Jianhua He, Swansea University, United …",N/A
 Yuhao Sun,Individual differences of facial recognition ability: An eye movement study,N/A
 Viswanathan Palanisamy,Distribution of Au-Rich mRNAs and mRNA binding proteins in human saliva,N/A
 Viswanathan Palanisamy,"RNA: STRUCTURE, METABOLISM, AND CATALYSIS-Mouse CAF1 Can Function As a Processive Deadenylase/3'-5'-Exonuclease in Vitro but in Yeast the Deadenylase Function of CAF1 Is Not …",Journal of Biological Chemistry
 Viswanathan Palanisamy,"RNA: STRUCTURE, METABOLISM, AND CATALYSIS-Systematic Mutagenesis of the Leucine-rich Repeat (LRR) Domain of CCR4 Reveals Specific Sites for Binding to CAF1 and a Separate …",Journal of Biological Chemistry
 Viswanathan Palanisamy,GENES: STRUCTURE AND REGULATION-Characterization of CAF4 and CAF16 reveals a functional connection between the CCR4-NOT complex and a subset of SRB proteins of the RNA …,Journal of Biological Chemistry
 Viswanathan Palanisamy,79 It Is a Capital Mistake to Theorize Who to Treat with Checkpoint Inhibitors before One Has Data,N/A
