x-coordinate,y-coordinate,Similarity_score
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast ca.html,0.07837886622009789
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Kaiso is expressed in lung cancer Its expression and localization is affected by p120ctn.html,0.08586774569637919
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Katanin Localization Requires Triplet Microtubules in Chlamydomonas reinhardtii.html,0.024624826475484845
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii.html,0.9549442439200032
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-.html,0.3533546883703237
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell .html",0.06856192569813248
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis.html,0.08749946669937075
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but witho.html,0.08586774569637919
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,LPS Unmasking of Shigella flexneri Reveals Preferential Localisation of Tagged Outer Membrane Protea.html,0.04498772265011007
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts tha.html,0.827699828908886
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bov.html,0.9935258438405208
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovin.html,0.22202364356092524
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independe.html,0.9969340617187037
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"miR-1915 and miR-1225-5p Regulate the Expression of CD133, PAX2 and TLR2 in Adult Renal Progenitor C.html",0.06212671144948018
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"miR-1915 and miR-1225-5p Regulate the Expression of CD133, PAX2 and TLR2 in Adult Renal Progenitor Cells.html",0.06212671144948018
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,miR-221 Promotes Tumorigenesis in Human Triple Negative Breast Cancer Cells.html,0.0374197500618441
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Mitochondrial Dysfunction Promotes Breast Cancer Cell Migration and Invasion through HIF1a Accumulat.html,0.04312384976424457
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Mitogen and Stress Activated Kinases Act Co-operatively with CREB during the Induction of Human Cyto.html,0.0239201359031386
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of .html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy.html,0.007418106458167884
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B fro.html",0.9755432261938863
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor o.html",0.08749946669937075
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacill.html,0.028806107378909512
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH home.html,0.04626287483660922
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans.html,0.04785331233538742
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomi.html,0.03007324323353803
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the .html,0.9518778835648792
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection.html,0.9888968645907917
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombin.html,0.940949099084359
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Orphan Nuclear Receptor Errc Induces C-Reactive Protein Gene Expression through Induction of ER-Boun.html,0.04164503798117434
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leadin.html,0.008182452944831112
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"Ovarian cancer cells, not normal cells, are damaged by MirkDyrk1B kinase inhibition.html",0.7563046170448418
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host G.html,0.04755165079514055
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experim.html,0.030383231065552487
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Physical characterisation of Tenacibaculum maritimum for vaccine development.html,0.6198196018795024
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila IcmDot System.html,0.9937899584631049
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via S.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for D.html,0.4881915183634938
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced r.html,0.33160249014292204
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in.html,0.28501471546753726
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Proteasome Dysfunction Mediates High Glucose-Induced Apoptosis in Rodent Beta Cells and Human Islets.html,0.04790880648139057
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recrui.html,0.9744770950245432
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"PrPST, a Soluble, Protease Resistant and Truncated PrP Form Features in the Pathogenesis of a Geneti.html",0.04229919345677848
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-.html,0.9865157199982477
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Rab1A Is an mTORC1 Activator and a Colorectal Oncogene.html,0.08749946669937075
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A .html,0.4398327090889861
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress.html,0.9545308450896831
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from.html,0.987997112731739
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate.html,0.9347346317713382
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Regulation of MYC Expression and Differential JQ1 Sensitivity in Cancer Cells.html,0.028248718833428353
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Repression of microRNA-768-3p by MEKERK signalling contributes to enhanced mRNA translation in human.html,0.006721649538533269
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between Varicella Zoster V.html,0.03193487472316175
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in R.html,0.9927261545729389
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Roles of p38 and ERK MAP kinases in IL-8 expression in TNF-a- and dexamethasone-stimulated human per.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression.html,0.037999046944864195
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathway.html,0.22202364356092524
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Shox2 is a molecular determinant of depot-specific adipocyte function.html,0.8155376807500687
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+K+ ATPase in HepG2 cells.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Am.html",0.051958570747501015
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels.html,0.9597067790071364
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Stac3 Inhibits Myoblast Differentiation into Myotubes.html,0.0825362132326117
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway .html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,STAT3 induces muscle stem cell differentiation by interaction with myoD.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Suppression of Interferon Lambda Signaling by SOCS-1 Results in Their Excessive Production during In.html,0.03126169798212148
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Targeting breast cancer-initiatingstem cells with melanoma differentiation-associated gene-7interleu.html,0.2617160982286389
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,TGF-bSmad3 Stimulates Stem CellDevelopmental Gene Expression and Vascular Smooth Muscle Cell De-Diff.html,0.035938453775998386
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys.html,0.8258266539496609
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation.html,0.004626336180012919
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The distribution of interleukin-19 in healthy and neoplastic tissue.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the .html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimi.html,0.9371927079885076
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__.html,0.9877462659227303
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial .html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leu.html,0.4835926361875551
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The Retromer Complex Is Required for Rhodopsin Recycling and Its Loss Leads to Photoreceptor Degener.html,0.0034857622021856583
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The Type VI Secretion System Encoded in Salmonella Pathogenicity Island 19 Is Required for Salmonell.html,0.9663419601041204
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague .html,0.9944752657228868
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Tiam1 is associated with hepatocellular carcinoma metastasis.html,0.26264974966829974
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Time-dependent onset of Interferon-a2b-induced apoptosis in isolated hepatocytes from preneoplastic .html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,TspanC8 tetraspanins regulate ADAM10Kuzbanian trafficking and promote Notch activation in flies and .html,0.14259050184795707
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Differ.html,0.9902483788659817
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Up-regulation of focal adhesion kinase in non-small cell lung cancer.html,0.08586774569637919
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,"Upregulation of cytochrome P450 2J311,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat.html",0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associa.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enh.html,0.0771028453669326
First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe.html,X-Box Binding Protein 1 (XBP1s) Is a Critical Determinant of Pseudomonas aeruginosa Homoserine Lacto.html,0.024238970431480586
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augm.html,0.9923851222911452
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Frequent methylation and oncogenic role of microRNA-34bc in small-cell lung cancer.html,0.002878286714576242
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Functional analysis of Zyxin in cell migration and invasive potential of oral squamous cell carcinom.html,0.14211241848106096
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast.html,0.007175152519235595
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Functional Characterization of Two Structurally Novel Diacylglycerol Acyltransferase2 Isozymes Respo.html,0.997735198058258
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Functional EF-Hands in Neuronal Calcium Sensor GCAP2 Determine Its Phosphorylation State and Subcell.html,0.9974264104708889
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by .html,0.043036610536520005
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immu.html,0.045627634232466206
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma.html,0.14242770309178682
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.html,0.9908422257327547
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with.html,0.042955823160973454
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa.html,0.05692974876427784
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Heat Shock Protein 27 Is Spatially Distributed in the Human Placenta and Decreased during Labor.html,0.9840034888285732
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa clustering of PvdA a.html,0.0551023014800683
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,HIV-1 Tat Protein Increases Microglial Outward K+ Current and Resultant Neurotoxic Activity.html,0.9989449560263134
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway.html,0.9907454360787316
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,HtrA1 in human urothelial bladder cancer A secreted protein and a potential novel biomarker.html,0.05161803651541129
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Human Genome-Wide RNAi Screen Identifies an Essential Role for Inositol Pyrophosphates in Type-I Int.html,0.9957426653727128
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Identification of the pollen self-incompatibility determinant in Papaver rhoeas.html,0.9515682660999153
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells.html,0.0025842149428314614
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells.html,0.9609803110622746
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater i.html,0.00287798343212639
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental au.html,0.0025842149428314614
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Ty.html,0.0025842149428314614
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-__B Ligand Expression in Mo.html,0.04481352838663509
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcrip.html,0.05649519905134747
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes.html,0.0025842149428314614
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Interplay of mevalonate and Hippo pathways regulates RHAMM transcription via YAP to modulate breast .html,0.07723516561303831
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse.html,0.05615821721189547
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Eff.html,0.055815568267495695
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3.html,0.00287798343212639
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,"Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease A.html",0.05370758880751259
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Itch E3 ubiquitin ligase regulates large tumor suppressor 1 stability.html,0.0573395259918003
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast ca.html,0.9740567782463349
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Kaiso is expressed in lung cancer Its expression and localization is affected by p120ctn.html,0.00287798343212639
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Katanin Localization Requires Triplet Microtubules in Chlamydomonas reinhardtii.html,0.9958453288004779
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii.html,0.041450566017709765
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-.html,0.1398681211176997
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,"Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell .html",0.9822626544254187
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis.html,0.002932672954651731
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but witho.html,0.002878286714576242
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,LPS Unmasking of Shigella flexneri Reveals Preferential Localisation of Tagged Outer Membrane Protea.html,0.9997355468348889
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts tha.html,0.05498510492964864
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bov.html,0.045648315914750354
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovin.html,0.007175791126292956
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independe.html,0.04708211637969484
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,"miR-1915 and miR-1225-5p Regulate the Expression of CD133, PAX2 and TLR2 in Adult Renal Progenitor C.html",0.9975636677666178
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,"miR-1915 and miR-1225-5p Regulate the Expression of CD133, PAX2 and TLR2 in Adult Renal Progenitor Cells.html",0.9975636677666178
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,miR-221 Promotes Tumorigenesis in Human Triple Negative Breast Cancer Cells.html,0.9990086167576531
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Mitochondrial Dysfunction Promotes Breast Cancer Cell Migration and Invasion through HIF1a Accumulat.html,0.9988979271109809
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Mitogen and Stress Activated Kinases Act Co-operatively with CREB during the Induction of Human Cyto.html,0.9944895946731945
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of .html,0.0025842149428314614
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy.html,0.9791578874144853
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,"Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B fro.html",0.043062326434326385
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,"Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor o.html",0.002932672954651731
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacill.html,0.9966135537482622
Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr Erk Signalling.html,Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH home.html,0.9907971377557857
